UCL_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
UCL215044,3,0,0,0,3,0,0,3,51,6,5,0,67,3,0,3,64,6,0,69,155,7,4,0,170,0,0,0,170,6,0,177,26,0,8,0,34,0,0,0,34,0,0,34,0,0,0,0,6,0,0,0,6,0,0,6,236,19,15,0,274,3,0,3,270,11,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,19,15,0,274,3,0,3,270,11,0,287,20,0,0,4,23,0,0,0,23,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,258,25,15,3,296,3,0,3,296,22,0,321
UCL215045,5,0,0,0,5,0,0,5,81,9,8,0,90,5,0,5,96,4,0,103,230,10,8,0,247,7,0,7,253,0,0,255,26,3,8,0,34,0,0,0,34,0,0,34,4,0,0,0,4,0,0,0,4,0,0,4,340,23,15,4,383,7,0,7,388,7,0,398,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,9,9,0,0,0,9,0,0,0,9,0,0,9,352,23,15,4,394,7,0,7,407,7,0,407,90,18,0,3,113,0,0,0,120,23,0,136,0,0,0,0,0,0,0,0,0,0,3,0,441,36,22,9,507,7,0,12,524,27,3,548
UCL215046,3,0,0,0,3,0,0,4,54,6,4,0,65,0,0,0,65,6,0,64,128,13,0,0,139,0,3,4,140,0,0,146,13,9,3,0,26,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,192,26,3,0,225,0,3,4,224,8,0,235,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,0,0,5,192,26,3,0,229,0,3,4,229,8,0,241,33,8,5,8,52,3,0,3,52,7,0,66,0,0,0,0,0,0,0,0,0,0,0,0,228,39,7,9,280,3,3,9,287,13,0,303
UCL215047,3,0,0,0,3,0,0,8,84,5,3,0,92,0,0,0,92,4,0,101,162,14,4,5,187,0,0,0,189,0,0,189,28,5,0,0,28,0,0,0,28,0,0,28,0,0,0,3,3,0,0,0,3,0,0,3,273,28,9,14,314,0,0,0,314,6,0,319,4,0,0,0,4,0,0,0,4,0,0,4,12,0,0,0,12,0,0,0,12,0,0,12,13,0,0,0,13,0,0,0,13,0,0,13,286,28,9,14,325,0,0,0,330,6,0,333,83,11,0,0,96,0,0,0,96,13,0,108,0,0,0,5,5,0,0,0,5,0,3,9,366,34,9,19,425,0,0,0,428,16,3,452
UCL215048,0,0,0,0,0,0,0,0,39,7,4,0,50,0,0,0,50,0,0,55,105,12,0,0,116,6,0,6,116,5,0,125,31,0,0,0,33,0,0,0,33,0,0,33,0,0,0,7,7,0,0,0,7,0,0,7,181,15,9,7,209,6,0,6,206,9,0,214,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,3,0,0,0,3,0,0,3,185,15,10,7,212,6,0,6,216,9,0,226,73,20,0,0,91,7,0,7,97,11,0,108,0,0,0,0,0,0,0,0,0,0,0,0,259,30,10,11,302,9,0,9,313,17,0,330
UCL215049,4,0,0,0,4,0,0,4,27,0,0,0,30,0,0,0,30,6,0,33,20,18,5,0,42,0,0,0,42,0,0,42,4,0,6,0,9,0,0,0,9,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,48,21,8,0,81,0,0,0,81,8,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,21,8,0,81,0,0,0,81,8,0,84,22,4,0,0,22,0,0,0,22,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,68,24,8,0,103,0,0,0,103,7,0,116
UCL215050,8,0,0,0,8,0,0,8,178,17,10,8,210,3,0,3,214,16,0,226,191,44,4,0,247,3,0,3,244,6,0,257,46,4,0,0,51,0,0,0,51,0,0,51,0,0,0,7,9,0,0,0,9,0,0,9,421,66,12,16,511,8,0,8,524,21,0,540,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,5,0,5,8,0,0,8,7,0,0,0,7,5,0,5,11,0,0,11,430,66,12,16,520,12,0,12,531,21,0,554,62,24,7,3,89,0,0,0,89,5,0,101,0,0,0,0,0,0,0,0,0,0,0,0,491,89,17,17,616,12,0,12,627,29,0,654
UCL215051,10,0,0,0,10,0,0,12,113,11,7,0,125,0,0,0,130,4,0,128,266,25,8,0,298,3,0,3,300,8,0,313,28,15,0,0,43,0,0,0,45,0,0,45,10,0,0,0,10,0,0,0,10,0,0,10,422,47,11,0,479,6,0,6,484,11,0,499,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,0,0,3,429,47,11,0,481,6,0,6,486,11,0,499,116,17,5,6,147,4,0,4,147,13,4,163,0,0,0,0,0,0,0,0,0,0,0,0,542,61,15,6,624,6,0,6,633,24,4,664
UCL215052,0,0,0,0,0,0,0,0,22,0,0,0,27,0,0,0,27,3,0,26,36,0,0,0,39,0,0,0,39,0,0,39,9,0,0,0,11,0,0,0,11,0,0,11,0,0,0,3,5,0,0,0,5,0,0,5,69,4,0,5,83,0,0,0,83,3,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,4,0,5,84,0,0,0,84,3,0,88,15,9,0,0,21,0,0,0,21,9,0,29,0,0,0,0,0,0,0,0,0,0,0,0,91,7,0,5,104,0,0,0,104,8,0,116
UCL215053,0,0,0,0,0,0,0,0,110,16,0,0,127,0,0,0,131,7,0,141,260,41,10,4,319,0,0,0,316,8,0,330,18,9,0,0,34,0,0,0,34,0,0,34,0,0,0,5,5,0,0,0,5,0,0,5,398,66,14,8,485,7,0,7,486,15,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,401,66,14,8,491,5,0,5,493,15,0,511,63,0,0,0,67,0,0,0,67,10,0,79,0,0,0,0,0,0,0,0,0,0,0,0,464,69,15,10,556,5,0,5,558,28,0,588
UCL215054,0,0,0,0,0,0,0,0,32,11,0,0,53,4,0,4,53,0,0,58,58,13,0,0,78,0,0,0,80,4,0,83,8,5,0,0,14,0,0,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,105,33,5,0,148,3,0,3,149,5,0,159,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,105,36,5,0,146,3,0,3,150,7,0,162,35,12,3,4,50,7,0,7,54,23,0,74,0,0,0,0,0,0,0,0,0,0,0,0,141,47,7,5,197,11,0,11,206,34,0,235
UCL215055,0,0,0,0,0,0,0,0,26,3,0,0,31,0,0,0,31,0,0,33,69,5,0,0,79,0,0,0,79,7,0,83,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,99,9,5,0,113,0,0,0,113,10,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,9,5,0,113,0,0,0,113,10,0,122,20,0,0,0,25,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,125,10,5,0,137,0,0,0,137,9,0,147
UCL215056,3,0,0,0,3,0,0,3,20,0,0,0,19,0,0,0,19,0,0,19,66,13,4,0,87,0,3,3,87,4,0,91,8,6,3,0,9,0,0,0,9,0,0,9,6,0,0,0,5,0,0,0,5,0,0,5,100,15,7,0,124,0,3,3,125,4,0,128,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,9,0,0,0,9,0,0,9,8,9,0,0,9,0,0,0,9,0,0,9,104,24,7,0,131,0,3,3,133,4,0,135,46,9,4,0,61,5,0,5,66,3,0,70,0,0,0,5,5,0,0,0,5,0,9,8,153,32,12,3,195,5,3,6,204,8,9,211
UCL215057,3,0,0,0,3,0,0,3,57,14,0,0,76,0,0,0,76,0,0,76,108,17,0,0,125,0,3,3,130,15,0,149,21,0,0,0,21,0,0,0,21,0,0,21,3,0,0,7,7,0,0,0,7,0,0,7,190,36,0,4,231,0,3,5,237,15,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5,193,36,0,4,230,0,3,5,235,17,0,259,37,8,0,4,49,0,0,0,47,10,0,56,0,0,0,0,0,0,0,0,0,0,0,0,225,35,0,10,278,0,3,3,286,29,0,311
UCL215058,0,0,0,0,0,0,0,0,17,0,0,0,21,0,0,0,23,0,0,23,63,8,0,0,70,0,0,0,66,0,5,74,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,84,8,3,0,95,0,0,3,95,0,5,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,8,3,0,95,0,0,3,95,0,5,99,29,0,0,4,33,0,0,0,33,4,0,36,0,0,0,0,0,0,0,0,0,0,0,0,111,8,3,4,128,0,0,3,126,4,5,136
UCL215059,0,0,0,0,0,0,0,0,65,13,0,0,84,0,0,0,84,9,0,90,108,17,0,0,128,0,0,0,130,13,0,148,10,6,0,0,18,0,0,0,18,0,0,18,0,0,0,8,8,0,0,0,8,0,0,11,186,34,4,7,239,0,0,0,237,25,0,267,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,6,0,0,6,194,34,4,10,238,0,0,0,244,25,0,273,23,4,3,0,31,0,0,0,31,12,0,46,0,0,0,0,0,0,0,0,0,0,0,0,215,39,6,10,276,0,0,0,278,42,0,317
UCL215060,11,0,0,0,10,0,0,10,42,13,0,0,59,0,0,0,59,4,0,63,159,37,5,4,204,6,0,6,205,6,0,216,8,6,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,6,0,0,6,219,55,8,4,281,8,0,8,285,13,0,298,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,4,4,4,0,0,4,11,0,0,0,11,0,4,4,9,0,0,9,222,55,8,4,288,8,4,7,299,13,0,308,55,22,0,0,72,0,0,0,72,0,0,79,3,0,0,0,3,0,0,0,3,4,5,12,281,70,8,4,369,8,4,7,374,11,5,395
UCL215061,0,0,0,0,0,0,0,0,62,0,3,0,62,0,0,0,66,0,0,66,93,9,0,0,110,0,0,0,110,0,0,110,16,0,0,0,16,0,0,0,16,0,0,16,7,0,0,0,3,0,0,0,3,0,0,3,176,13,4,0,193,0,0,0,194,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,13,4,0,193,0,0,0,194,0,0,194,37,0,0,8,47,0,0,0,47,7,0,49,0,0,0,0,0,0,0,0,0,0,0,0,212,13,6,8,237,0,0,0,239,7,0,245
UCL215062,0,0,0,0,0,0,0,0,40,4,0,0,43,0,5,5,46,0,0,51,80,18,0,0,104,0,0,0,104,0,0,104,5,0,0,0,5,0,0,0,5,0,0,5,6,0,0,0,10,0,0,0,10,0,0,9,140,21,0,4,162,0,5,5,164,4,0,169,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,142,21,0,4,166,0,5,5,165,4,0,170,39,3,0,0,40,0,0,0,40,6,0,44,0,0,0,4,4,0,0,0,4,0,0,4,178,25,0,5,208,0,5,5,212,10,0,219
UCL215063,0,0,0,0,0,0,0,0,34,6,6,0,42,0,0,0,42,0,0,42,71,12,4,0,87,0,0,0,85,3,0,90,3,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,115,18,5,0,141,0,5,5,139,3,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,117,18,5,0,144,0,6,6,147,3,0,155,36,5,0,0,36,0,0,0,36,7,0,43,0,0,0,0,0,0,0,0,0,0,0,0,149,19,5,0,179,0,6,6,184,11,0,196
UCL215064,0,0,0,0,0,0,0,0,35,6,5,0,44,0,0,0,46,3,0,46,82,10,0,0,92,0,3,3,95,4,0,96,7,0,0,0,13,0,0,0,13,0,0,13,3,0,0,7,5,0,0,0,5,0,0,5,134,15,5,7,155,0,3,3,158,7,0,165,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,10,10,0,0,0,10,0,0,0,10,0,0,10,133,15,5,7,159,0,3,3,166,7,0,173,68,7,4,0,73,0,0,0,73,18,3,93,0,0,0,0,0,0,0,0,0,0,0,0,208,22,9,7,237,0,3,3,237,21,5,272
UCL215065,4,0,0,0,4,0,0,4,90,13,10,0,111,0,0,0,111,3,0,117,143,10,4,0,154,0,5,5,157,5,0,171,27,6,4,0,31,0,0,0,31,4,0,35,0,0,0,6,8,0,0,0,8,0,0,8,264,24,11,3,300,0,5,5,307,17,0,326,7,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,13,0,0,0,13,0,0,13,15,3,0,0,14,0,0,0,14,0,0,14,273,25,11,3,322,0,5,5,328,17,0,342,44,11,3,0,63,3,0,3,68,21,0,86,0,0,0,0,0,0,0,0,0,0,0,0,319,44,15,6,384,3,5,8,389,37,3,429
UCL215066,0,0,0,0,0,0,0,0,28,0,0,0,34,0,0,0,34,6,0,36,63,6,0,0,72,0,0,0,72,11,0,86,6,3,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,5,0,6,106,12,0,0,117,0,0,0,123,17,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,0,0,0,3,3,3,0,0,3,106,12,0,0,117,0,3,6,123,17,0,145,39,14,3,6,58,0,0,0,63,10,0,72,0,0,0,0,0,0,0,0,0,0,0,0,147,22,3,6,177,4,3,7,188,25,0,218
UCL215067,0,0,0,0,0,0,0,0,26,0,0,0,27,0,0,0,27,0,0,27,52,3,0,0,54,0,0,0,59,0,0,59,4,0,0,0,4,0,0,0,4,0,0,7,4,0,0,0,3,0,0,0,3,0,0,3,88,5,0,0,94,0,0,0,94,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,89,5,0,0,95,0,0,0,97,0,0,100,7,0,0,0,7,0,0,0,7,4,0,12,0,0,0,4,4,0,0,0,4,0,6,6,98,5,0,3,105,0,0,0,105,7,6,117
UCL215068,3,0,0,0,3,0,0,3,32,12,6,0,46,5,0,5,48,0,0,54,91,15,4,0,108,3,0,3,106,16,0,125,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,9,3,0,5,120,29,10,0,156,6,0,6,163,24,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4,120,31,10,0,160,6,0,6,165,24,0,187,41,4,0,0,48,0,0,0,50,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,165,30,10,6,207,6,0,7,214,26,0,239
UCL215069,4,0,0,0,4,0,0,4,111,18,4,0,136,0,0,0,136,3,0,139,253,41,3,3,304,3,0,3,303,0,0,308,28,7,0,0,36,0,0,0,36,0,0,36,6,3,0,7,20,0,0,0,20,0,0,20,400,69,6,8,486,3,0,3,490,11,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,69,6,8,489,3,0,3,491,11,0,507,29,3,0,0,40,0,0,0,40,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,433,75,7,11,524,7,0,7,531,22,0,550
UCL215070,0,0,0,0,0,0,0,3,72,5,0,0,83,0,0,0,83,8,0,95,118,23,0,0,140,3,4,8,148,8,0,157,15,0,0,0,15,0,0,0,15,0,0,15,5,0,0,0,4,0,0,0,8,0,0,9,203,29,4,0,242,13,3,12,255,22,0,275,0,0,0,0,0,3,0,3,3,0,0,6,5,0,4,0,14,0,0,0,14,0,0,14,5,0,4,0,14,3,0,3,17,0,0,16,208,34,9,0,253,12,3,13,271,23,0,294,58,9,3,0,73,7,0,7,78,39,0,117,0,0,0,0,0,0,0,0,0,0,0,0,269,43,12,4,328,20,3,25,348,62,0,412
UCL215071,19,0,0,0,19,0,0,21,196,26,11,0,233,7,0,7,235,12,0,247,335,31,6,0,376,0,0,0,379,0,6,384,33,0,3,0,42,0,0,0,42,0,0,42,7,0,0,7,9,0,0,0,9,0,0,9,573,53,21,7,659,11,0,11,669,12,6,684,5,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,3,0,0,5,3,0,0,0,3,0,0,0,7,0,0,8,579,53,21,7,661,16,0,16,674,16,6,691,75,9,0,0,87,0,0,0,87,0,0,86,4,0,0,0,4,0,0,0,4,0,4,0,656,70,21,7,749,16,0,16,761,13,5,779
UCL215072,0,0,0,0,0,0,0,0,72,4,0,0,76,0,0,0,76,14,0,92,53,12,0,0,63,0,0,0,59,6,0,70,9,6,7,0,16,0,0,0,16,0,0,16,0,0,0,8,8,0,0,0,8,3,0,8,132,19,7,8,162,0,0,0,161,23,0,183,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,6,0,0,0,6,0,0,6,4,0,0,0,4,0,0,0,4,0,0,8,137,19,7,8,162,0,0,0,169,24,0,191,60,11,4,5,79,8,0,3,84,34,0,126,0,0,0,0,0,0,0,0,0,0,6,6,200,29,7,9,249,8,0,5,256,58,3,319
UCL215073,3,0,0,0,3,3,0,7,34,7,3,0,45,0,0,0,46,0,0,48,131,20,0,0,155,0,0,0,155,6,0,162,13,0,0,0,13,0,0,0,13,5,0,13,4,0,0,0,3,0,0,0,3,0,0,3,182,25,4,0,212,0,0,0,217,15,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,25,4,0,212,0,0,0,217,15,0,227,60,5,0,4,72,0,0,0,72,10,0,81,0,0,0,0,0,0,0,0,0,0,0,0,235,30,8,4,279,0,0,0,283,25,0,307
UCL215074,21,0,0,0,20,5,0,26,217,27,5,8,251,0,0,0,256,17,0,268,381,28,4,0,414,0,0,0,414,13,0,426,52,16,6,0,79,0,0,0,79,0,0,79,11,0,0,4,15,0,0,0,15,0,0,15,666,68,15,14,761,0,0,0,763,27,0,788,5,0,0,0,5,0,0,0,5,0,0,5,11,0,0,0,11,0,0,0,8,0,0,8,18,0,0,0,18,0,0,0,20,0,0,20,679,68,15,14,775,0,0,0,779,27,0,812,156,16,4,7,179,3,5,11,189,14,0,201,0,0,0,3,3,0,0,0,3,0,0,3,835,81,20,18,962,6,4,10,971,44,0,1016
UCL215075,0,0,0,0,0,0,0,0,24,0,0,0,21,3,0,3,26,0,0,34,49,0,3,0,55,0,0,0,53,0,3,58,13,0,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,83,0,8,0,93,3,0,3,97,0,3,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,8,0,93,8,0,3,98,0,3,106,32,3,0,0,37,0,0,0,39,14,0,57,0,0,0,0,0,0,0,0,0,0,0,0,120,3,3,4,134,4,0,7,141,16,3,158
UCL215076,0,0,0,0,0,0,0,0,77,5,3,0,84,0,0,0,91,4,0,87,115,18,6,0,137,0,0,0,137,7,0,140,12,0,0,0,15,0,0,0,15,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,202,27,8,0,243,0,0,0,245,11,0,252,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,11,0,0,0,11,0,0,0,11,0,0,11,214,27,8,0,250,0,0,0,257,11,0,260,40,0,0,0,45,0,0,0,45,0,0,45,0,0,0,0,0,0,0,0,0,0,0,4,250,31,8,4,298,0,0,0,298,9,0,315
UCL215077,5,0,0,0,5,0,0,5,47,9,0,0,54,4,0,4,59,0,0,60,79,21,0,3,106,0,0,0,105,3,0,111,6,0,4,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,128,31,6,3,168,4,0,4,173,5,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,6,0,0,6,0,6,0,0,6,0,0,0,6,0,0,6,128,30,6,3,174,4,0,4,176,5,0,185,18,10,0,7,31,3,0,3,40,8,0,44,0,0,0,0,0,0,0,0,0,0,0,0,149,37,12,10,206,5,0,5,213,15,0,230
UCL215078,7,0,0,0,7,0,0,3,64,8,0,0,76,0,0,0,76,3,0,80,202,17,6,0,225,0,0,0,225,0,0,230,29,6,3,0,35,0,0,0,33,0,0,33,4,0,0,3,4,0,0,0,4,0,5,5,296,35,8,5,346,0,0,0,346,3,5,355,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,6,0,0,6,0,6,0,0,6,0,0,0,6,0,0,6,296,38,8,5,350,0,0,0,350,3,5,354,61,4,0,4,75,3,0,3,80,10,0,86,0,0,0,0,0,0,0,0,0,0,0,0,357,48,10,9,426,7,0,7,427,10,5,442
UCL215079,6,0,0,0,6,0,0,6,45,3,4,0,52,0,0,0,52,0,0,47,74,3,6,0,82,0,0,0,82,5,0,84,21,0,3,0,26,0,0,0,26,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,140,8,12,0,156,0,0,0,156,6,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,8,12,0,156,0,0,0,156,6,0,161,33,17,0,0,52,0,0,0,52,12,0,64,0,0,0,0,0,0,0,0,0,0,0,0,173,21,12,0,207,0,0,0,207,18,0,229
