SAL_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
SAL20021,0,15,16,9,11,3,0,0,0,49,29,91,299,213,131,96,23,0,0,879,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,12,45,42,22,18,3,0,0,148,0,0,11,3,4,0,0,0,0,22,0,19,51,28,35,17,6,0,0,159,0,5,16,15,14,12,0,0,0,54,13,31,79,33,20,16,0,0,0,191,13,45,61,28,18,9,0,0,0,176,0,13,78,37,23,19,6,0,0,183,0,0,14,7,0,0,0,0,0,26,0,4,27,22,3,0,0,0,0,63,0,0,13,10,3,0,0,0,0,20,0,8,50,40,10,4,0,0,0,116,0,10,37,25,8,12,9,0,0,107,0,4,38,45,26,13,0,0,0,130,5,9,48,40,18,21,7,0,0,142,0,34,84,63,47,24,12,0,0,258,5,4,13,14,3,4,4,0,0,34
SAL20022,0,0,4,5,3,6,0,0,0,26,26,32,90,131,129,118,39,0,0,561,0,5,8,19,16,9,11,5,0,76,0,0,0,0,0,0,0,0,0,0,3,12,14,14,10,7,0,0,0,63,0,0,0,8,3,3,0,0,0,12,4,17,30,25,34,23,9,0,0,134,0,0,3,0,0,9,0,0,0,22,20,0,20,26,31,28,6,0,0,145,14,4,10,10,16,12,3,0,0,80,0,4,0,3,13,9,7,0,0,37,0,0,0,3,0,0,0,0,0,7,0,0,0,3,3,0,7,0,0,10,0,0,0,4,0,3,0,0,0,5,0,0,3,15,9,5,8,0,0,40,0,5,0,5,3,17,3,0,0,33,0,0,12,27,25,27,6,0,0,90,0,10,24,28,24,18,11,0,0,119,4,11,20,32,42,46,14,0,0,171,0,0,4,4,4,7,3,0,0,21
SAL20023,5,6,12,15,15,6,0,0,0,52,275,298,546,732,652,422,56,9,0,2989,0,5,8,23,18,12,7,0,0,79,3,0,11,14,10,3,0,0,0,49,27,26,61,90,124,67,18,0,0,423,0,4,12,18,25,9,4,0,0,74,40,68,144,110,84,53,15,0,0,513,3,5,15,21,27,23,3,0,0,106,129,97,117,119,100,75,11,3,0,648,226,71,42,60,34,21,11,6,0,451,4,13,48,47,45,32,14,0,0,197,0,6,11,16,24,6,0,0,0,72,0,8,21,44,41,22,4,0,0,142,4,8,22,23,16,12,3,0,0,86,5,21,82,80,63,30,6,4,0,303,4,17,20,23,29,26,6,3,0,119,3,19,79,100,95,52,5,0,0,349,20,32,114,175,173,111,14,0,0,629,43,127,267,330,304,191,21,3,0,1282,18,15,22,19,14,9,0,0,0,100
SAL20024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20025,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,19,0,0,0,7,4,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,3,5,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20027,0,0,0,0,0,0,0,0,0,0,3,0,4,11,24,17,3,0,0,66,0,0,0,0,3,3,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,4,0,0,0,17,0,0,0,0,3,0,0,0,0,3,6,0,0,0,4,0,0,0,0,9,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,4,0,0,4,0,9,0,0,0,0,14,0,0,0,7,12,8,0,0,0,27,0,0,0,0,0,0,0,0,0,0
SAL20028,0,0,3,0,6,0,0,0,0,15,27,26,57,86,93,65,16,3,0,372,5,5,10,21,13,21,13,9,0,100,0,0,0,0,4,0,0,0,0,4,10,5,11,23,16,17,0,0,0,82,0,4,3,0,0,0,0,0,0,13,6,5,14,19,12,9,4,0,0,65,0,0,5,3,4,0,3,0,0,15,15,11,9,4,12,19,5,0,0,74,16,0,7,5,9,10,4,0,0,44,0,0,13,6,10,12,3,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,6,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,8,0,0,3,6,6,3,0,0,0,24,0,0,4,5,3,4,0,0,0,18,0,0,0,5,10,4,0,0,0,23,0,0,8,18,9,13,5,0,0,50,0,6,25,26,28,16,10,0,0,113,5,0,0,4,0,0,0,0,0,9
SAL20029,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,10,0,0,0,41,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,3,6,0,0,0,0,11,0,0,0,0,5,0,0,0,0,10,0,0,0,0,3,0,0,0,0,11
SAL20030,0,0,0,0,0,0,0,0,0,0,3,0,4,9,10,4,0,0,0,30,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
SAL20031,0,0,0,0,0,0,0,0,0,0,4,0,9,5,16,10,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,9,6,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0
SAL20032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL20033,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20034,0,0,13,10,6,0,0,0,0,36,64,163,416,348,358,298,71,6,0,1721,0,4,0,6,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,9,23,33,32,26,10,4,0,129,0,0,6,12,4,5,0,0,0,33,3,21,57,34,25,31,6,0,0,178,0,3,18,17,21,14,0,3,0,88,33,49,51,34,34,20,9,0,0,230,41,45,40,26,12,12,3,0,0,173,0,5,16,17,22,17,3,0,0,78,0,4,17,29,23,13,4,0,0,92,0,13,32,70,44,27,0,0,0,197,0,0,14,18,10,11,0,0,0,56,4,30,112,110,130,72,17,0,0,464,4,5,19,21,13,9,5,0,0,71,0,9,53,70,64,57,17,0,0,269,9,22,84,65,86,104,31,0,0,402,9,51,135,98,115,114,23,5,0,543,10,12,22,14,18,8,6,0,0,93
SAL20035,0,6,21,28,19,10,6,0,0,91,115,163,603,780,676,419,83,12,0,2855,0,0,0,4,8,10,0,0,0,21,0,0,5,0,4,0,0,0,0,6,10,9,37,114,102,68,13,4,0,362,0,0,14,25,24,11,4,0,0,75,12,45,117,150,122,84,28,0,0,551,4,7,21,50,51,36,9,0,0,173,53,71,82,85,72,55,9,3,0,428,79,50,38,37,42,26,4,0,0,264,3,16,46,77,88,82,21,0,0,325,5,0,19,35,37,11,0,0,0,109,0,10,56,124,77,30,3,0,0,296,5,5,36,30,31,11,7,0,0,113,0,11,160,181,123,77,16,0,0,571,0,7,42,50,45,21,4,3,0,168,0,4,99,158,135,76,8,0,0,492,15,31,140,159,139,99,23,0,0,605,7,37,128,155,140,119,22,0,0,618,10,9,19,28,18,12,5,0,0,94
SAL20036,4,9,34,35,27,21,7,0,0,137,183,333,927,982,896,722,131,5,0,4176,0,4,3,12,4,4,0,0,0,28,0,0,3,0,7,4,0,0,0,16,9,28,102,137,171,177,26,0,0,638,0,8,17,31,27,20,7,0,0,106,33,88,254,207,166,123,23,4,0,894,3,8,45,69,86,64,12,0,0,287,111,125,164,132,145,125,28,0,0,833,131,72,62,56,55,41,12,0,0,429,8,42,137,150,188,177,38,0,0,746,3,7,40,36,23,14,0,0,0,127,0,19,110,132,73,45,6,0,0,373,0,11,30,40,22,17,4,0,0,123,0,44,153,181,87,53,12,4,0,534,5,21,68,77,69,58,17,0,0,316,0,12,117,163,127,98,27,0,0,555,15,44,199,192,150,133,23,0,0,767,3,54,229,230,205,190,36,0,0,951,13,19,34,38,20,23,4,0,0,152
SAL20037,5,11,27,30,24,4,0,0,0,108,74,190,735,748,516,248,53,7,0,2565,0,0,5,7,0,4,3,0,0,16,0,0,0,3,0,0,0,0,0,11,4,10,81,95,93,64,17,3,0,369,3,0,19,29,18,8,0,0,0,73,3,50,228,201,94,39,11,0,0,644,0,4,26,50,35,20,3,0,0,140,53,74,128,123,91,41,9,0,0,522,47,36,78,63,44,32,6,4,0,308,11,21,67,90,98,71,15,0,0,360,0,8,27,34,21,8,0,0,0,108,0,15,85,83,59,23,6,0,0,259,0,8,29,33,12,16,0,0,0,100,0,23,145,172,71,33,8,0,0,459,0,9,38,52,35,20,8,4,0,163,0,8,89,103,90,51,8,0,0,355,5,11,144,152,88,43,7,0,0,447,5,34,189,152,119,63,23,0,0,580,12,15,31,25,15,3,6,0,0,100
SAL20038,0,0,0,0,3,0,0,0,0,3,3,4,8,5,5,10,0,5,0,33,0,0,6,0,0,10,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SAL20039,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL20040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20041,0,0,0,0,0,0,0,0,0,3,3,0,0,9,7,15,8,0,0,50,0,0,0,8,4,13,3,5,0,26,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,6,0,0,0,0,10,0,0,0,0,4,4,3,0,0,12,0,0,0,0,0,0,0,0,0,7
SAL20042,0,0,0,0,0,0,0,0,0,6,9,12,24,39,42,32,6,0,0,168,0,0,4,11,5,4,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,10,0,0,0,27,0,0,0,0,5,0,0,0,0,6,0,3,10,10,10,3,0,0,0,38,0,0,3,4,3,0,0,0,0,12,0,3,4,6,8,8,0,0,0,26,10,0,0,0,0,0,0,0,0,8,0,0,0,7,3,11,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,7,6,8,3,0,0,27,0,0,5,0,0,0,0,0,0,7,0,0,6,5,5,6,0,0,0,21,0,3,6,10,6,3,0,0,0,29,0,0,7,5,13,13,3,0,0,41,0,0,6,0,0,7,0,0,0,11
SAL20043,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,7,3,0,0,20,0,0,6,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20046,0,0,0,4,3,10,0,0,0,18,37,35,110,133,155,189,52,4,0,724,0,0,3,0,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,3,8,15,15,4,0,0,42,0,0,3,0,3,8,0,0,0,13,5,11,36,27,40,26,4,0,0,153,0,0,4,9,10,4,0,6,0,26,26,13,14,20,16,26,11,0,0,123,28,22,21,19,28,25,10,0,0,151,0,0,0,0,4,7,10,0,0,24,0,0,5,6,6,0,3,0,0,18,0,6,11,9,14,17,3,0,0,55,0,0,4,3,5,3,0,0,0,12,0,3,15,41,24,31,20,3,0,142,0,5,10,8,14,16,0,0,0,59,0,0,14,19,31,35,5,0,0,105,0,3,23,31,35,57,12,0,0,169,5,12,29,43,37,59,20,3,0,209,0,6,8,7,0,7,0,5,0,34
SAL20047,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,6,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
