SAL_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL21544,483,434,397,300,429,406,190,119,29,2782
SAL21545,0,0,4,0,3,11,9,4,0,30
SAL21546,46,27,16,27,50,34,34,11,0,236
SAL21547,659,431,378,483,584,513,466,303,150,3962
SAL21548,4,0,0,5,0,0,0,0,0,7
SAL21549,5,7,5,4,3,15,4,4,0,40
SAL21550,762,391,498,487,309,196,203,121,21,2994
SAL21551,253,159,181,149,169,182,219,103,23,1439
SAL21552,6,0,0,0,5,0,10,0,0,25
SAL21553,35,28,21,12,29,53,34,13,4,220
SAL21554,2114,1337,1249,1439,1280,873,473,220,139,9121
SAL21555,2478,964,1291,2014,1136,583,355,79,24,8926
SAL21556,0,5,0,3,9,4,5,8,0,31
SAL21557,28,9,16,21,32,38,33,15,0,189
SAL21558,1152,1083,630,763,1133,1113,543,211,53,6681
SAL21559,163,161,83,99,169,200,93,25,3,994
SAL21560,67,45,33,48,56,85,82,34,13,469
SAL21561,124,116,59,74,166,163,118,46,11,878
SAL21562,449,222,107,275,332,280,269,110,19,2073
SAL21563,8,0,9,0,5,4,3,0,0,35
SAL21564,1747,1054,1200,1431,1423,1084,975,580,412,9892
SAL21565,3,9,4,5,9,10,17,0,0,67
SAL21566,5,7,5,4,0,6,6,0,0,31
SAL21567,18,4,3,24,9,23,36,8,0,121
SAL21568,4,0,0,4,4,5,3,0,0,21
SAL21569,1288,573,996,886,605,422,418,209,100,5491
SAL21570,0,5,0,0,3,5,3,0,0,20
SAL21571,1031,558,602,630,557,738,712,404,149,5384
SAL21572,7,10,5,7,13,21,6,0,0,73
SAL21573,54,53,27,26,53,70,59,23,0,368
SAL21574,1341,645,494,826,773,614,512,177,25,5407
SAL21575,1474,1115,2196,1636,1079,827,573,309,184,9389
SAL21576,103,79,62,60,80,55,44,7,3,490
SAL21577,3,3,3,3,10,6,9,4,0,42
SAL21578,46,44,22,33,72,90,97,39,10,453
SAL21579,48,20,25,35,32,37,35,8,0,239
SAL21580,12,3,8,10,11,11,10,9,5,75
SAL21581,4,0,3,0,4,10,7,0,0,36
SAL21582,27,13,15,15,31,46,25,17,0,198
SAL21583,149,104,100,117,204,336,395,199,66,1665
SAL21584,142,59,71,105,125,240,264,130,47,1183
SAL21585,166,71,96,107,141,154,121,42,10,905
SAL21586,1488,1220,1197,1151,1381,1206,1053,849,389,9929
SAL21587,3557,3220,3268,2815,3084,2538,1965,1184,669,22296
SAL21588,83,41,97,63,25,12,0,3,0,315
SAL21589,44,23,20,21,35,63,38,23,12,274
SAL21590,168,74,48,89,106,146,91,29,7,753
SAL21591,67,30,17,31,40,32,41,13,5,280
SAL21592,21,17,15,16,19,39,33,15,0,183
SAL21593,566,284,338,397,351,355,235,115,44,2681
SAL21594,18,13,4,17,8,16,22,3,0,108
SAL21595,14,4,0,9,14,12,3,8,0,65
SAL21596,0,0,0,0,5,5,15,0,0,29
SAL21597,3768,1383,2241,2936,1224,611,341,119,50,12675
SAL21598,0,0,0,0,0,5,4,0,0,7
SAL21599,1000,424,538,677,640,835,788,469,182,5541
SAL21600,0,0,0,0,0,5,0,0,0,6
SAL21601,18,26,18,12,20,30,34,9,3,164
SAL21602,40,26,16,21,39,50,33,21,0,248
SAL21603,23,18,14,25,37,41,75,28,5,272
SAL21604,1725,1585,2698,2087,1687,1357,952,366,114,12573
SAL21605,22,13,14,10,15,12,19,9,0,116
SAL21606,38,9,17,21,26,45,47,20,3,230
SAL21607,0,0,0,0,4,0,0,0,0,6
SAL21608,76,27,60,55,73,133,115,58,11,602
SAL21609,13,8,6,7,22,20,14,5,3,99
SAL21610,0,4,0,0,0,0,0,0,0,6
SAL21611,0,0,0,0,3,3,3,0,0,11
SAL21612,554,181,390,333,160,174,156,50,13,2005
SAL21613,15,12,6,14,14,17,13,6,0,80
SAL21614,16,7,3,10,7,20,13,0,3,77
SAL21615,323,254,346,253,167,169,243,326,216,2299
SAL21616,0,0,0,0,0,0,0,0,0,0
SAL21617,13,14,9,7,12,21,16,3,0,98
SAL21618,1208,778,809,658,946,1109,1296,958,395,8160
SAL21619,130,87,56,85,110,83,67,17,8,646
SAL21620,47,37,49,39,50,89,114,64,12,501
SAL21621,5,0,4,5,3,15,3,11,0,43
SAL21622,4,0,4,0,0,3,0,3,0,23
SAL21623,0,0,0,0,7,0,0,0,0,7
SAL21624,40,34,17,25,44,25,16,7,0,211
SAL21625,400,286,244,296,400,541,676,378,90,3311
SAL21626,0,0,6,0,3,8,16,5,0,47
SAL21627,24,20,16,11,23,30,12,5,0,140
SAL21628,115,67,102,89,90,112,114,68,23,775
SAL21629,1424,983,623,940,1189,767,499,261,185,6878
SAL21630,11,7,5,9,12,29,39,7,4,121
SAL21631,29,12,14,14,29,26,15,3,0,143
SAL21632,24,6,8,11,11,13,12,7,0,87
SAL21633,18,19,11,9,11,8,12,10,0,102
SAL21634,30,12,5,14,15,15,18,6,0,112
SAL21635,3198,2196,2248,1868,1818,1821,1106,530,108,14890
SAL21636,4,4,4,4,3,0,0,3,0,19
SAL21637,170,82,89,95,100,99,120,65,17,840
SAL21638,0,0,0,3,4,5,0,3,0,12
SAL21639,15,10,10,7,15,16,19,0,3,90
SAL21640,2289,13479,21067,8110,3722,2792,2042,1040,405,54941
SAL21641,10,16,8,8,12,11,4,0,0,64
SAL21642,1486,875,1075,1033,953,911,1019,495,109,7953
SAL21643,2660,1260,1712,1661,1314,1073,1086,440,162,11362
SAL21644,1858,1140,1138,1263,1137,993,858,326,75,8784
SAL21645,18,4,5,13,8,12,4,0,0,63
SAL21646,3,6,0,3,0,5,3,6,0,17
SAL21647,6,0,0,6,0,4,4,0,0,32
SAL21648,2075,1305,1708,1902,2008,1599,1299,889,403,13197
SAL21649,186,126,60,125,166,141,109,40,10,966
SAL21650,8,8,0,0,5,10,4,3,0,36
SAL21651,15,6,10,7,13,0,13,4,0,73
SAL21652,18,12,18,6,3,10,4,7,0,83
SAL21653,520,252,338,280,345,405,321,194,113,2770
SAL21654,78,53,31,60,57,61,56,18,4,407
SAL21655,46,10,33,30,30,25,41,12,0,223
SAL21656,145,77,83,98,123,134,104,43,14,821
SAL21657,13,4,3,11,9,10,15,0,0,70
SAL21658,21,17,14,26,28,68,48,28,3,249
SAL21659,6297,2474,3848,4761,2627,1579,1191,504,77,23369
SAL21660,27,26,15,14,29,20,36,7,3,182
SAL21661,6,6,0,3,6,5,9,0,0,43
SAL21662,20,18,5,11,28,42,36,19,6,184
SAL21663,12,14,4,6,19,36,31,27,10,157
SAL21664,59,45,30,24,64,76,77,40,13,423
SAL21665,97,69,72,70,97,119,98,41,17,679
SAL21666,0,0,0,0,0,0,0,0,0,0
SAL21667,176,141,54,79,72,85,90,16,3,721
SAL21668,97,41,44,59,55,50,32,8,6,397
SAL21669,14,4,0,7,3,7,4,4,0,42
SAL21670,28,15,12,30,31,36,47,16,0,216
SAL21671,32,11,15,14,35,24,32,23,0,190
SAL21672,0,4,3,0,3,7,4,8,0,25
SAL21673,230,98,98,155,201,392,489,205,31,1899
SAL21674,32,16,7,23,39,48,32,9,0,213
SAL21675,5113,1782,4381,3254,1333,959,480,117,27,17452
SAL21676,0,0,0,0,10,4,6,4,0,22
SAL21677,703,365,342,542,670,564,400,313,110,4000
SAL21678,21,15,7,14,14,19,8,6,0,91
SAL21679,48,16,20,25,24,25,41,17,0,223
SAL21680,7,0,6,4,3,9,4,0,0,33
SAL21681,120,55,30,73,81,95,80,46,12,588
SAL21682,6266,4036,5074,4093,4086,4165,3629,2221,1002,34565
SAL21683,4439,3647,4165,3668,3752,4461,2946,1212,417,28712
SAL21684,29,26,20,21,18,28,30,4,5,180
SAL21685,307,161,252,224,202,258,169,66,25,1666
SAL21686,10,3,8,10,4,4,6,0,0,37
SAL21687,3,5,4,4,12,12,4,3,0,46
SAL21688,10,10,0,4,3,0,5,0,0,31
SAL21689,9,8,4,3,6,17,13,5,0,62
SAL21690,0,3,6,0,4,0,0,0,0,16
SAL21691,955,423,617,619,451,394,259,96,25,3829
SAL21692,11,4,5,0,4,8,0,3,0,44
SAL21693,28,20,6,14,19,8,3,7,4,106
SAL21694,6,8,6,4,14,10,7,12,0,64
SAL21695,6,4,8,6,3,9,8,4,0,51
SAL21696,15,10,4,9,13,3,9,0,0,65
SAL21697,5,4,0,0,0,3,3,0,0,13
SAL21698,58,42,33,42,68,104,86,54,41,525
SAL21699,0,0,0,0,0,0,0,0,0,0
SAL21700,0,0,0,0,0,0,0,0,0,0
SAL21701,5,8,6,0,4,11,0,0,0,36
SAL21702,44,20,34,33,36,61,65,35,3,334
SAL21703,409,210,168,234,307,344,343,177,74,2263
SAL21704,0,0,0,0,0,0,0,0,0,0
SAL21705,7,0,3,6,0,4,4,0,0,31
SAL21706,2975,1858,2374,2675,2308,1876,1484,909,326,16795
SAL21707,155,119,151,90,125,99,86,41,19,887
SAL21708,12,5,9,12,16,14,3,0,0,71
SAL21709,19,9,8,18,12,27,25,4,0,116
SAL21710,5,8,16,3,10,13,11,4,0,66
SAL21711,25,8,11,20,20,25,35,27,5,171
SAL21712,0,0,0,0,0,9,3,0,0,12
SAL21713,10,0,0,0,8,0,4,0,0,30
SAL21714,31,19,19,21,31,34,11,8,0,169
SAL21715,51,41,25,33,39,48,31,15,0,277
SAL21716,1470,925,1155,967,1108,1334,1398,751,267,9375
SAL21717,92,67,34,48,84,99,66,33,3,529
SAL21718,9,18,9,11,18,26,16,11,0,120
SAL21719,7,9,6,0,3,7,3,3,0,28
SAL21720,3,0,0,0,0,0,0,0,0,6
SAL21721,7,5,6,9,14,20,22,13,7,91
SAL21722,12,10,7,7,7,14,6,16,5,80
SAL21723,3,4,5,5,5,7,5,6,0,34
SAL21724,24,7,8,12,20,13,10,11,0,105
SAL21725,3,0,4,0,0,4,7,0,0,20
SAL21726,31,17,14,18,24,28,26,11,0,160
SAL21727,711,440,364,465,579,442,416,182,63,3651
SAL21728,39,31,14,29,36,23,22,14,0,207
SAL21729,9,3,15,3,5,9,10,0,0,49
SAL21730,0,0,0,0,0,0,0,0,0,0
SAL21731,12,9,3,7,17,11,6,4,0,69
SAL21732,720,669,607,629,673,666,589,276,128,4948
SAL21733,1007,738,488,728,831,721,599,339,157,5609
SAL21734,17,12,6,8,8,7,6,6,0,65
SAL21735,1852,865,921,1399,1297,1118,1078,570,148,9250
SAL21736,1349,767,774,912,946,797,702,430,213,6900
SAL21737,217,131,145,139,185,203,384,311,117,1825
SAL21738,0,4,3,4,3,6,0,5,0,23
SAL21739,10,6,6,9,3,7,8,10,7,44
SAL21740,15,6,6,7,35,31,45,23,8,185
SAL21741,12,4,6,6,9,7,14,0,4,49
SAL21742,2250,1830,3138,2423,2130,1936,1361,752,415,16224
SAL21743,15,6,15,0,13,12,18,7,0,85
SAL21744,13,6,3,13,11,14,18,3,0,81
SAL21745,5,0,6,3,0,8,6,4,0,32
SAL21746,1169,611,832,1061,876,695,530,358,161,6287
SAL21747,0,20,3,0,0,0,0,0,0,26
SAL21748,12,12,13,12,16,20,4,8,0,94
SAL21749,19,6,5,8,11,16,16,0,0,79
SAL21750,5,0,7,4,3,8,0,0,0,25
SAL21751,5,0,4,4,12,5,3,10,0,43
SAL21752,0,0,0,0,0,0,3,0,0,5
SAL21753,6,9,0,4,18,16,16,3,0,75
SAL21754,140,143,77,93,158,161,135,63,25,1004
SAL21755,4568,2794,3358,3351,2897,2520,2074,1141,346,23059
SAL21756,1403,969,1060,886,1031,1058,1043,624,238,8312
SAL21757,34,15,17,26,21,15,12,4,0,144
SAL21758,14,4,5,3,11,13,8,6,0,67
SAL21759,33,26,18,20,24,41,19,5,6,193
SAL21760,1642,967,1053,1347,1434,1067,715,420,245,8886
SAL21761,0,0,4,5,0,7,4,0,0,29
SAL21762,215,90,69,151,126,94,74,26,7,852
SAL21763,3861,2480,2101,2702,3409,3148,3704,3001,1341,25759
SAL21764,0,0,0,0,0,0,0,0,0,0
SAL21765,19,21,8,4,20,22,24,0,0,118
SAL21766,0,0,0,0,0,0,0,0,0,0
SAL21767,252,136,145,132,168,217,228,133,61,1477
SAL21768,3,0,0,0,0,4,4,0,0,10
SAL21769,2498,1630,1772,1503,1761,1960,1746,1050,475,14389
SAL21770,18,11,13,11,27,29,23,4,5,138
SAL21771,12,6,6,7,4,3,7,0,0,39
SAL21772,139,83,96,102,104,127,157,75,33,910
SAL21773,6,0,0,0,0,0,0,0,0,15
SAL21774,7,0,3,5,6,6,18,5,0,46
SAL21775,3,0,0,0,0,11,4,0,0,29
SAL21776,5,5,0,4,8,19,9,0,0,47
SAL21777,0,0,5,0,0,0,0,0,0,5
SAL21778,23,94,122,29,20,25,10,8,0,333
SAL21779,19,39,25,14,37,26,20,10,0,180
SAL21780,14,10,4,10,3,8,11,3,0,61
SAL21781,11,10,10,13,23,30,28,10,0,136
SAL21782,0,0,0,0,3,4,0,0,0,15
SAL21783,745,475,504,513,390,365,361,231,94,3671
SAL21784,0,3,0,0,0,3,9,0,0,21
SAL21785,0,0,0,0,0,5,0,0,0,10
SAL21786,96,61,50,71,53,71,61,25,12,496
SAL21787,220,134,113,161,172,185,166,86,25,1271
SAL21788,18,13,7,6,22,35,12,6,0,118
SAL21789,0,3,0,0,0,3,0,0,0,8
SAL21790,1500,719,1236,1028,637,498,407,136,19,6182
SAL21791,25,16,6,16,15,20,22,9,0,139
SAL21792,137,63,58,112,137,98,71,21,6,706
SAL21793,3848,2201,913,2140,2989,2471,2194,1446,531,18734
SAL21794,12,0,0,6,0,0,5,0,0,28
SAL21795,1962,1201,1304,1326,1305,1231,935,452,76,9799
SAL21796,15,8,4,18,27,19,4,5,0,99
SAL21797,12,14,0,11,12,21,15,4,4,92
SAL21798,620,516,306,378,384,379,290,112,18,3011
SAL21799,6,0,0,0,3,9,0,0,0,18
SAL21800,9,0,3,4,9,8,7,7,0,44
SAL21801,275,105,91,175,220,244,233,95,11,1450
SAL21802,0,0,0,3,0,4,0,0,0,10
SAL21803,3814,2269,1144,2246,3132,2514,2445,1657,618,19846
SAL21804,27,4,10,14,13,14,11,4,5,94
SAL21805,50,33,21,29,35,28,24,18,3,251
SAL21806,6,0,0,0,0,0,0,0,0,16
SAL21807,365,341,400,265,280,236,194,107,33,2225
SAL21808,3,3,0,5,6,0,10,3,0,41
SAL21809,7,0,4,3,6,3,5,0,0,42
SAL21810,55,21,8,35,47,36,43,30,13,295
SAL21811,0,0,0,0,0,0,0,0,0,0
SAL21812,0,0,0,0,0,0,0,0,0,0
SAL21813,58,40,33,48,39,54,46,15,4,330
SAL21814,23,12,5,12,25,19,11,5,0,119
SAL21815,18,9,10,18,19,19,13,12,0,117
SAL21816,5992,4724,4286,4812,4847,4094,2997,2397,1186,35340
SAL21817,3,0,0,0,6,16,19,8,0,54
SAL21818,21,6,5,9,20,5,6,6,0,85
SAL21819,27,11,6,19,8,22,14,0,0,108
SAL21820,74,50,33,43,66,70,64,33,9,437
SAL21821,6,0,8,0,4,10,3,0,0,31
SAL21822,80,27,29,40,59,51,82,27,5,403
SAL21823,39,20,14,27,23,25,16,3,0,170
SAL21824,67,54,30,41,74,70,57,25,4,426
SAL21825,4,3,0,4,6,4,14,0,0,33
SAL21826,24,3,16,15,26,53,38,12,3,184
SAL21827,3516,2190,2704,2894,2599,2073,1965,1420,519,19889
SAL21828,11,8,6,8,15,26,19,7,0,100
SAL21829,26,13,22,3,15,20,24,7,0,138
SAL21830,20,11,18,14,19,37,31,12,0,167
SAL21831,8,0,0,6,6,3,0,0,0,29
SAL21832,134,83,81,64,119,132,168,72,24,884
SAL21833,5,7,8,6,25,33,33,25,0,140
SAL21834,34,22,20,13,37,40,19,7,0,185
SAL21835,28,18,4,12,26,18,12,0,0,132
SAL21836,10,4,7,6,12,18,12,8,0,69
SAL21837,0,4,0,0,0,3,0,3,0,14
SAL21838,7,7,4,4,8,12,0,0,0,46
SAL21839,23,6,7,13,11,4,5,0,0,63
SAL21840,39,12,16,20,30,40,42,19,12,230
SAL21841,6,4,3,9,0,9,0,0,0,41
SAL21842,24,13,10,16,13,25,3,11,0,126
SAL21843,0,0,0,0,0,5,0,0,0,8
SAL21844,17,7,14,10,12,24,18,0,0,105
SAL21845,50,19,23,28,31,54,42,25,4,278
SAL21846,0,0,0,0,0,3,7,0,0,8
SAL21847,4,4,13,13,11,25,32,16,0,114
SAL21848,13,15,6,8,18,10,20,10,0,95
SAL21849,1616,1163,1725,1565,1357,1137,803,422,201,9996
SAL21850,166,95,75,85,110,136,132,74,23,897
SAL21851,15,5,5,15,22,25,52,26,3,177
SAL21852,25,14,22,15,34,26,26,6,0,170
SAL21853,11,5,13,3,6,13,5,3,3,59
SAL21854,0,0,0,4,4,0,0,0,0,17
SAL21855,16,14,0,15,11,16,29,7,0,98
SAL21856,11,0,3,3,7,17,7,5,0,64
SAL21857,79,58,32,66,75,110,99,18,8,545
SAL21858,0,0,0,0,3,3,0,3,0,7
SAL21859,60,55,31,38,83,68,38,16,3,387
SAL21860,26,7,20,18,19,22,31,18,3,168
SAL21861,10,13,0,0,10,15,10,4,0,68
SAL21862,18,22,0,15,19,27,14,11,0,126
SAL21863,512,302,311,336,387,492,447,328,169,3285
SAL21864,5,4,0,0,3,8,0,0,0,26
SAL21865,26,17,25,11,31,50,25,28,11,212
SAL21866,3,0,4,0,0,7,6,0,0,20
SAL21867,347,179,218,244,218,355,393,207,92,2254
SAL21868,14,12,5,10,9,12,13,0,0,72
SAL21869,0,5,4,0,10,3,4,0,0,22
SAL21870,57,33,41,42,38,38,26,10,0,280
SAL21871,4,0,3,8,3,5,7,3,0,30
SAL21872,17,5,0,9,0,6,9,4,0,54
SAL21873,0,0,0,4,5,4,3,0,0,17
SAL21874,26,12,16,26,26,25,15,9,0,153
SAL21875,95,61,42,54,56,70,31,10,0,425
SAL21876,0,0,0,0,0,0,0,0,0,0
SAL21877,87,76,36,55,87,86,84,30,8,555
SAL21878,191,117,130,113,153,171,111,27,10,1023
SAL21879,136,114,74,100,131,127,97,30,17,819
SAL21880,29,13,24,9,37,48,39,9,0,201
SAL21881,5,10,5,3,4,5,3,4,0,48
SAL21882,26,4,0,12,8,13,4,0,0,79
SAL21883,5,4,3,0,8,4,0,0,0,24
SAL21884,7,16,0,6,20,14,11,8,3,87
SAL21885,34,11,14,7,20,24,12,0,0,122
SAL21886,24,6,24,10,7,29,17,7,3,124
SAL21887,20,15,10,15,9,11,12,0,3,96
SAL21888,15,0,0,13,6,14,14,3,0,66
SAL21889,40,31,25,37,26,38,51,18,3,262
SAL21890,8,13,0,5,10,8,3,3,0,50
SAL21891,9,3,3,7,0,3,3,5,0,31
SAL21892,98,37,22,73,59,68,69,27,8,462
SAL21893,5367,3754,4433,3833,3589,3353,1974,1011,381,27689
SAL21894,73,66,50,54,64,70,39,17,7,434
SAL21895,1408,1281,730,822,1241,1209,789,369,179,8033
SAL21896,6800,5201,3737,4263,4778,3371,1789,784,192,30909
SAL21897,10,0,3,3,0,0,0,0,0,24
SAL21898,317,237,191,191,221,304,275,158,80,1982
SAL21899,66,35,48,61,75,118,67,39,39,548
SAL21900,19,6,4,12,17,17,15,3,5,89
SAL21901,7,3,5,7,7,11,0,0,0,40
SAL21902,11,11,7,4,19,18,16,9,4,99
SAL21903,52,33,22,31,36,34,47,9,4,276
SAL21904,12,7,8,5,8,15,11,11,0,70
SAL21905,0,0,0,0,0,0,0,0,0,3
SAL21906,4,6,3,3,4,3,6,0,0,23
SAL21907,32,19,5,26,24,49,35,15,3,218
SAL21908,32,24,11,27,33,31,36,4,0,196
SAL21909,14,13,10,22,10,23,35,13,0,139
SAL21910,8,8,3,0,5,8,3,0,0,41
SAL21911,281,160,163,155,172,240,238,130,53,1599
SAL21912,61,29,22,30,60,96,61,18,3,379
SAL21913,0,0,0,0,0,0,0,0,0,0
SAL21914,11,6,13,19,23,40,62,14,4,191
SAL21915,55,24,16,20,40,30,42,15,0,238
SAL21916,11,0,11,3,4,5,5,0,0,48
SAL21917,185,128,88,115,170,155,87,31,9,970
SAL21918,0,4,4,0,0,4,0,0,0,14
SAL21919,26,16,10,13,9,23,9,5,0,111
SAL21920,17,6,9,6,9,5,0,0,0,56
SAL21921,525,318,183,332,411,275,219,166,67,2509
SAL21922,1145,785,897,742,814,897,806,518,289,6886
SAL21923,17,11,9,15,22,42,32,13,8,171
SAL21924,11,5,5,8,11,17,23,9,0,84
SAL21925,639,552,841,546,512,587,489,375,158,4704
SAL21926,8,10,3,8,8,10,9,4,0,59
SAL21927,97,48,29,61,91,82,78,43,6,533
SAL21928,58,45,44,41,50,121,110,49,21,547
SAL21929,346,335,162,208,250,201,190,109,42,1844
SAL21930,95,48,41,58,106,165,228,105,20,866
SAL21931,33,8,6,18,12,24,23,12,0,136
SAL21932,44,19,30,47,16,29,29,10,6,230
SAL21933,74,49,28,38,60,59,77,29,7,415
SAL21934,2981,1270,1675,2472,2121,1563,867,435,271,13658
SAL21935,97,45,63,51,55,60,44,28,5,451
SAL21936,133,64,68,82,106,133,154,68,16,820
SAL21937,40,17,18,19,25,28,24,18,0,189
SAL21938,2003,1291,1146,1349,1467,1351,1058,580,201,10445
SAL21939,364,242,324,214,282,325,263,248,133,2401
SAL21940,405,179,142,245,262,240,151,70,27,1723
SAL21941,236,130,135,120,156,212,209,103,24,1322
SAL21942,1061,732,707,849,917,728,484,253,168,5901
SAL21943,89,46,48,37,55,53,45,19,7,410
SAL21944,49,40,26,38,36,51,67,22,11,344
SAL21945,0,4,0,0,3,0,0,0,0,9
SAL21946,3,0,0,0,0,0,4,0,0,19
SAL21947,26,11,15,21,28,30,25,8,0,168
SAL21948,0,0,0,0,0,3,3,0,0,13
SAL21949,0,0,8,0,11,12,8,3,5,50
SAL21950,3,0,0,0,0,0,0,0,0,12
SAL21951,15,7,6,11,8,12,6,6,5,90
SAL21952,5261,4070,6407,4698,3515,3340,2579,1629,750,32257
SAL21953,1259,886,996,981,1003,854,825,517,115,7436
SAL21954,17,16,8,14,26,55,28,11,0,177
SAL21955,55,28,28,20,55,56,48,14,10,318
SAL21956,4,4,0,0,6,5,5,0,0,17
SAL21957,21,6,9,12,8,16,12,5,0,84
SAL21958,3,0,0,6,3,8,9,4,0,37
SAL21959,20,6,12,16,7,16,8,0,0,89
SAL21960,1393,1110,1504,1007,1043,1038,864,495,232,8682
SAL21961,10,3,4,5,4,0,0,0,0,34
SAL21962,27,12,12,18,34,21,7,3,0,130
SAL21963,671,580,734,489,489,469,394,255,203,4277
SAL21964,3,5,0,3,7,12,13,9,0,50
SAL21965,530,322,534,394,386,267,299,242,242,3225
SAL21966,1733,2767,4283,2355,1472,1105,779,333,126,14953
SAL21967,42,27,38,54,54,51,35,16,4,325
SAL21968,40,35,41,17,33,48,46,16,7,282
SAL21969,620,396,239,377,552,442,261,125,20,3027
SAL21970,615,408,418,372,391,437,479,279,68,3475
SAL21971,3787,2521,5164,4021,3830,2629,1682,1111,528,25276
SAL21972,31,25,28,25,25,34,24,9,4,203
SAL21973,5,6,4,5,0,9,3,0,0,40
SAL21974,364,584,807,423,258,202,139,80,46,2895
SAL21975,18,13,8,28,28,44,42,16,0,199
SAL21976,3,0,0,0,0,8,0,4,0,20
SAL21977,6,0,5,0,9,9,0,0,0,24
SAL21978,9,0,0,6,6,7,3,6,0,36
SAL21979,7,3,13,18,3,11,5,4,0,64
SAL21980,14,7,3,13,21,18,14,9,0,96
SAL21981,47,38,26,31,31,31,19,11,0,233
SAL21982,4,11,11,0,7,9,3,0,0,46
SAL21983,20,9,11,3,6,15,11,4,0,92
SAL21984,727,458,482,437,565,659,647,430,212,4604
SAL21985,2175,1351,1816,1951,1658,1223,1028,771,437,12413
SAL21986,50,30,25,25,42,39,71,32,3,327
SAL21987,0,0,0,0,0,0,0,0,0,0
SAL21988,7,4,3,4,3,9,0,0,6,33
SAL21989,7,0,6,4,7,3,4,6,0,43
SAL21990,0,0,0,0,0,0,0,0,0,7
SAL21991,29,23,4,8,26,29,21,13,3,158
SAL21992,68,45,91,46,75,91,64,31,10,536
SAL21993,124,57,84,72,87,110,73,44,19,673
SAL21994,0,0,0,4,0,4,0,0,0,17
SAL21995,0,0,0,0,0,0,0,0,0,3
SAL21996,330,182,170,218,268,248,146,71,10,1644
SAL21997,7,0,3,4,0,0,0,0,0,18
SAL21998,1124,772,1266,1222,812,696,410,260,152,6714
SAL21999,84,79,30,52,77,68,34,12,4,439
SAL22000,1229,1131,1438,1158,1175,978,649,414,262,8442
SAL22001,1084,877,1344,1012,852,619,453,370,188,6804
SAL22002,1632,1011,1471,1435,1235,1197,981,616,271,9851
SAL22003,0,3,0,4,3,3,0,0,0,19
SAL22004,0,0,0,0,0,0,0,0,0,5
SAL22005,3547,1609,1584,2416,2292,2333,2420,1097,424,17714
SAL22006,4630,2195,3846,3351,1965,1244,918,317,42,18503
SAL22007,261,83,320,167,56,81,139,49,3,1159
SAL22008,7,4,0,7,0,10,11,7,0,45
SAL22009,315,172,154,224,300,265,244,80,14,1773
SAL22010,12,12,18,4,19,5,10,4,0,93
SAL22011,43,26,35,39,54,84,67,36,15,411
SAL22012,0,0,4,0,0,0,0,0,0,9
SAL22013,17,14,8,8,18,15,13,3,0,101
SAL22014,361,174,193,181,256,374,367,257,94,2264
SAL22015,28,6,8,20,20,18,19,0,0,115
SAL22016,1402,1163,1319,1156,1270,954,621,334,106,8328
SAL22017,52,50,55,49,50,115,48,27,13,450
SAL22018,64,31,10,34,47,33,39,13,0,285
SAL22019,51,34,24,16,41,47,45,14,0,270
SAL22020,147,96,133,112,120,176,192,115,81,1170
SAL22021,26,20,25,20,29,44,29,8,0,197
SAL22022,155,63,53,87,94,103,93,46,12,710
SAL22023,5,0,0,0,7,15,10,0,0,49
SAL22024,0,0,0,4,3,4,0,4,0,25
SAL22025,7,3,9,7,0,9,3,0,0,36
SAL22026,0,0,0,0,0,7,3,0,0,14
SAL22027,13027,6385,9533,8478,5956,4330,3414,2217,787,54118
SAL22028,34,33,24,19,32,31,35,17,4,229
SAL22029,212,164,86,146,182,214,129,60,14,1196
SAL22030,25,4,3,13,0,4,9,4,0,67
SAL22031,91,45,55,46,46,93,49,13,0,442
SAL22032,164,143,78,103,177,193,134,50,14,1063
SAL22033,9,0,9,0,5,0,5,0,0,41
SAL22034,9,3,3,9,27,54,50,14,0,172
SAL22035,37,16,7,25,24,33,19,0,5,167
SAL22036,673,674,212,332,708,586,381,210,62,3835
SAL22037,2207,1488,1200,1577,2014,1604,1241,667,316,12308
SAL22038,468,2759,1654,724,415,365,321,222,149,7074
SAL22039,26,19,12,20,36,30,27,9,4,188
SAL22040,0,9,0,0,7,9,3,0,0,33
SAL22041,3186,1868,3480,3118,2315,1698,1091,756,653,18171
SAL22042,1924,1268,1354,1591,1585,1264,755,458,335,10534
SAL22043,9,9,4,3,17,11,18,0,6,75
SAL22044,6,4,3,8,3,9,14,0,0,51
SAL22045,27,19,10,12,17,25,18,11,4,149
SAL22046,25,8,15,19,21,22,19,8,0,138
SAL22047,1240,829,703,908,1258,1177,992,497,188,7793
SAL22048,8,7,4,8,4,19,9,3,0,58
SAL22049,364,205,219,218,352,609,892,578,192,3636
SAL22050,701,500,453,468,553,564,406,175,45,3867
SAL22051,30,12,10,15,23,24,12,0,0,125
SAL22052,28,22,14,23,18,26,29,8,6,177
SAL22053,8,6,3,4,14,7,8,0,3,54
SAL22054,9,0,0,3,0,12,3,0,0,29
SAL22055,15,4,8,20,23,24,20,3,0,110
SAL22056,117,65,38,65,96,120,110,44,30,677
SAL22057,32,21,6,24,19,23,22,11,3,159
