POW_SA2_CODE_2021,M_AgFF_H_0,M_AgFF_H_1_19,M_AgFF_H_20_29,M_AgFF_H_30_34,M_AgFF_H_35_39,M_AgFF_H_40_44,M_AgFF_H_45_49,M_AgFF_H_50ov,M_AgFF_H_NS,M_AgFF_H_Tot,M_Min_H_0,M_Min_H_1_19,M_Min_H_20_29,M_Min_H_30_34,M_Min_H_35_39,M_Min_H_40_44,M_Min_H_45_49,M_Min_H_50ov,M_Min_H_NS,M_Min_H_Tot,M_Mnf_H_0,M_Mnf_H_1_19,M_Mnf_H_20_29,M_Mnf_H_30_34,M_Mnf_H_35_39,M_Mnf_H_40_44,M_Mnf_H_45_49,M_Mnf_H_50ov,M_Mnf_H_NS,M_Mnf_H_Tot,M_EGWWS_H_0,M_EGWWS_H_1_19,M_EGWWS_H_20_29,M_EGWWS_H_30_34,M_EGWWS_H_35_39,M_EGWWS_H_40_44,M_EGWWS_H_45_49,M_EGWWS_H_50ov,M_EGWWS_H_NS,M_EGWWS_H_Tot,M_Const_H_0,M_Const_H_1_19,M_Const_H_20_29,M_Const_H_30_34,M_Const_H_35_39,M_Const_H_40_44,M_Const_H_45_49,M_Const_H_50ov,M_Const_H_NS,M_Const_H_Tot,M_WST_H_0,M_WST_H_1_19,M_WST_H_20_29,M_WST_H_30_34,M_WST_H_35_39,M_WST_H_40_44,M_WST_H_45_49,M_WST_H_50ov,M_WST_H_NS,M_WST_H_Tot,M_RetT_H_0,M_RetT_H_1_19,M_RetT_H_20_29,M_RetT_H_30_34,M_RetT_H_35_39,M_RetT_H_40_44,M_RetT_H_45_49,M_RetT_H_50ov,M_RetT_H_NS,M_RetT_H_Tot,M_AcFd_H_0,M_AcFd_H_1_19,M_AcFd_H_20_29,M_AcFd_H_30_34,M_AcFd_H_35_39,M_AcFd_H_40_44,M_AcFd_H_45_49,M_AcFd_H_50ov,M_AcFd_H_NS,M_AcFd_H_Tot,M_TPW_H_0,M_TPW_H_1_19,M_TPW_H_20_29,M_TPW_H_30_34,M_TPW_H_35_39,M_TPW_H_40_44,M_TPW_H_45_49,M_TPW_H_50ov,M_TPW_H_NS,M_TPW_H_Tot,M_IMT_H_0,M_IMT_H_1_19,M_IMT_H_20_29,M_IMT_H_30_34,M_IMT_H_35_39,M_IMT_H_40_44,M_IMT_H_45_49,M_IMT_H_50ov,M_IMT_H_NS,M_IMT_H_Tot,M_FinIns_H_0,M_FinIns_H_1_19,M_FinIns_H_20_29,M_FinIns_H_30_34,M_FinIns_H_35_39,M_FinIns_H_40_44,M_FinIns_H_45_49,M_FinIns_H_50ov,M_FinIns_H_NS,M_FinIns_H_Tot,M_RHRE_H_0,M_RHRE_H_1_19,M_RHRE_H_20_29,M_RHRE_H_30_34,M_RHRE_H_35_39,M_RHRE_H_40_44,M_RHRE_H_45_49,M_RHRE_H_50ov,M_RHRE_H_NS,M_RHRE_H_Tot,M_ProSTS_H_0,M_ProSTS_H_1_19,M_ProSTS_H_20_29,M_ProSTS_H_30_34,M_ProSTS_H_35_39,M_ProSTS_H_40_44,M_ProSTS_H_45_49,M_ProSTS_H_50ov,M_ProSTS_H_NS,M_ProSTS_H_Tot,M_AdSup_H_0,M_AdSup_H_1_19,M_AdSup_H_20_29,M_AdSup_H_30_34,M_AdSup_H_35_39,M_AdSup_H_40_44,M_AdSup_H_45_49,M_AdSup_H_50ov,M_AdSup_H_NS,M_AdSup_H_Tot,M_PubAS_H_0,M_PubAS_H_1_19,M_PubAS_H_20_29,M_PubAS_H_30_34,M_PubAS_H_35_39,M_PubAS_H_40_44,M_PubAS_H_45_49,M_PubAS_H_50ov,M_PubAS_H_NS,M_PubAS_H_Tot,M_EdTrn_H_0,M_EdTrn_H_1_19,M_EdTrn_H_20_29,M_EdTrn_H_30_34,M_EdTrn_H_35_39,M_EdTrn_H_40_44,M_EdTrn_H_45_49,M_EdTrn_H_50ov,M_EdTrn_H_NS,M_EdTrn_H_Tot,M_HltHC_SA_H_0,M_HltHC_SA_H_1_19,M_HltHC_SA_H_20_29,M_HltHC_SA_H_30_34,M_HltHC_SA_H_35_39,M_HltHC_SA_H_40_44,M_HltHC_SA_H_45_49,M_HltHC_SA_H_50ov,M_HltHC_SA_H_NS,M_HltHC_SA_H_Tot,M_ArtsR_H_0,M_ArtsR_H_1_19,M_ArtsR_H_20_29,M_ArtsR_H_30_34,M_ArtsR_H_35_39,M_ArtsR_H_40_44,M_ArtsR_H_45_49,M_ArtsR_H_50ov,M_ArtsR_H_NS,M_ArtsR_H_Tot,M_OthSvs_H_0,M_OthSvs_H_1_19,M_OthSvs_H_20_29,M_OthSvs_H_30_34,M_OthSvs_H_35_39,M_OthSvs_H_40_44,M_OthSvs_H_45_49,M_OthSvs_H_50ov,M_OthSvs_H_NS,M_OthSvs_H_Tot,M_IDNS_H_0,M_IDNS_H_1_19,M_IDNS_H_20_29,M_IDNS_H_30_34,M_IDNS_H_35_39,M_IDNS_H_40_44,M_IDNS_H_45_49,M_IDNS_H_50ov,M_IDNS_H_NS,M_IDNS_H_Tot
213011333,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,9,11,9,11,18,14,7,4,3,84,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,3,0,0,0,19,5,3,3,0,0,0,0,0,0,17,0,6,4,6,5,9,0,8,3,55,0,0,0,0,0,8,0,0,0,15,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,9,0,8,6,3,0,4,0,0,0,16,0,4,0,0,0,0,0,0,0,3,0,15,5,0,16,3,5,14,0,67,0,0,0,0,6,5,0,0,0,24,0,0,0,0,0,0,0,0,0,3,4,5,7,0,0,0,0,0,0,17,0,3,4,0,8,3,4,0,7,28
213011334,0,4,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,6,3,6,7,0,5,0,39,0,0,0,0,3,0,0,0,0,7,3,14,17,4,18,40,9,14,0,131,0,0,0,0,0,0,0,0,0,7,0,31,22,9,30,23,13,6,3,150,5,23,15,5,3,12,0,13,0,81,9,23,29,12,18,30,14,12,3,150,0,0,5,0,4,0,0,0,0,10,0,0,3,0,6,10,0,0,0,26,0,6,4,0,8,3,3,3,0,36,0,5,4,3,19,20,4,10,0,71,0,6,3,0,13,15,0,0,0,36,9,5,0,0,5,4,10,3,0,30,0,19,8,3,24,17,6,24,0,102,3,25,15,19,24,19,0,17,0,127,0,0,0,5,0,0,0,0,0,0,3,7,8,5,20,9,3,3,0,59,3,13,7,0,16,14,4,3,24,91
213011335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,20,26,10,23,0,89,0,0,0,0,0,0,0,0,0,0,7,10,15,7,24,41,3,12,3,121,0,0,0,0,0,0,0,0,0,6,4,27,21,10,20,13,3,11,0,98,8,30,13,9,8,10,0,5,0,88,4,23,19,14,9,24,3,10,4,105,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,11,5,3,0,0,0,3,0,6,0,19,0,6,7,0,12,8,0,13,0,37,0,0,8,3,3,6,4,0,0,31,6,4,11,0,9,6,3,8,5,45,6,32,15,7,58,35,11,22,0,187,39,46,67,118,161,318,54,121,0,928,0,4,3,3,0,5,0,0,0,13,0,9,0,0,7,8,3,6,0,30,0,14,12,10,19,12,3,6,50,136
213011336,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,10,7,27,31,12,92,115,24,39,0,347,0,0,0,3,6,0,4,6,0,25,12,13,29,26,63,121,30,42,10,349,0,3,3,5,27,16,7,7,0,73,11,59,54,40,55,65,8,17,3,314,13,86,50,24,30,18,9,13,5,241,8,41,32,22,44,73,11,32,11,275,12,11,6,0,4,0,3,0,0,34,0,0,0,0,13,9,3,7,3,36,0,3,5,0,11,20,3,12,0,64,0,7,10,4,30,35,6,21,0,120,4,20,10,8,28,16,6,5,0,99,38,39,25,22,312,231,47,70,8,786,3,13,11,3,15,18,4,5,0,83,9,32,56,42,105,108,20,40,11,420,3,8,3,0,10,3,0,4,0,22,9,11,20,11,45,36,9,11,3,150,6,25,21,14,54,52,4,17,53,248
213011337,0,0,0,0,0,3,0,8,0,12,0,0,0,0,0,0,0,7,0,13,20,32,56,41,261,296,76,121,3,909,5,5,4,0,14,14,4,21,3,61,15,43,55,30,94,189,56,94,14,585,3,12,3,9,41,59,14,18,0,159,5,32,32,15,70,59,21,23,6,259,7,31,11,6,7,8,3,6,0,74,8,21,23,10,16,32,17,37,3,176,0,0,0,0,0,0,0,3,0,12,0,0,0,0,4,4,0,0,0,12,0,0,0,0,6,6,0,4,0,16,3,8,16,4,12,27,0,18,0,89,3,12,6,11,14,12,4,7,0,63,8,3,0,0,18,26,19,17,3,89,0,21,12,12,34,18,9,7,0,116,3,3,14,12,21,21,4,12,5,85,4,4,0,0,3,3,0,0,0,14,9,19,45,11,90,99,17,32,9,329,10,14,34,17,58,62,13,19,43,269
213011338,0,6,4,4,16,16,4,8,0,53,0,0,0,0,7,12,3,10,0,29,34,79,72,59,711,462,132,195,11,1756,6,11,9,5,58,88,37,93,6,317,15,58,57,49,226,396,115,230,19,1163,3,18,30,22,179,193,62,94,3,604,4,26,19,8,71,76,23,23,4,260,3,31,20,5,25,20,0,13,6,117,78,183,251,87,559,553,168,365,36,2281,4,0,3,5,7,6,0,4,0,29,0,0,0,0,3,11,0,0,0,24,3,0,5,0,23,28,9,16,0,89,8,16,10,13,49,86,15,27,0,223,10,29,25,11,62,38,11,31,3,213,11,9,0,4,26,19,12,10,0,88,7,25,10,10,49,49,18,18,0,192,0,10,11,6,16,14,5,4,0,67,0,0,4,0,5,4,0,3,0,22,7,28,27,15,79,111,34,49,5,351,13,41,47,35,186,193,36,80,95,716
213011339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,13,11,10,21,26,0,15,0,99,0,0,0,0,0,0,0,0,0,3,0,14,7,0,0,7,3,3,0,32,9,55,9,3,5,5,0,0,0,93,3,8,11,3,9,18,0,4,5,67,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,3,0,0,0,9,0,3,0,0,0,0,0,3,0,14,0,0,3,0,6,11,0,7,0,31,0,3,4,3,0,0,0,0,0,13,6,0,0,0,0,5,0,0,0,7,3,12,4,6,26,24,8,16,0,95,5,15,21,19,25,16,3,12,0,112,0,0,0,0,0,0,0,0,0,0,3,4,0,4,3,5,0,0,0,19,0,7,5,0,9,5,4,4,6,36
213011340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,3,4,7,0,0,0,33,0,0,0,0,0,0,3,0,0,8,9,12,13,18,41,75,18,46,6,233,0,15,9,5,12,13,7,6,0,62,41,165,107,52,138,76,13,25,7,623,66,213,54,11,47,25,11,8,6,447,4,11,8,6,15,20,4,7,0,71,6,6,0,0,7,0,0,3,0,27,0,4,3,7,11,7,8,15,0,48,7,3,0,0,4,4,6,7,0,35,3,7,5,8,7,17,0,19,0,66,9,13,17,7,15,11,3,4,0,68,8,10,5,0,27,10,11,7,0,78,3,9,3,5,22,33,12,29,3,120,0,4,4,3,13,15,4,3,0,56,10,15,7,5,6,6,0,0,0,45,6,16,11,9,17,11,0,0,0,71,0,7,12,3,15,16,0,5,23,89
213011569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,0,30,9,9,5,5,57,56,29,36,0,199,0,0,0,0,4,0,0,5,0,9,10,16,10,9,22,54,13,45,3,181,4,0,0,0,8,17,0,5,0,34,15,73,49,24,87,59,10,18,3,340,16,68,22,8,11,0,9,5,6,141,5,14,23,6,20,24,3,15,0,109,0,0,0,0,7,3,0,0,0,10,0,0,5,0,5,9,4,3,0,30,0,0,0,3,5,0,0,6,0,16,0,8,6,0,3,5,5,3,0,27,0,14,8,0,14,3,0,0,0,32,6,5,6,0,11,10,10,0,0,46,0,6,3,9,20,10,4,9,0,71,5,12,9,13,41,31,5,11,0,132,4,3,0,0,0,0,0,0,0,14,6,11,11,6,32,20,8,8,0,87,3,9,5,3,21,11,3,18,18,90
213011570,0,0,8,0,18,32,6,17,0,87,0,0,0,0,4,4,0,6,0,13,34,67,62,61,600,550,174,286,10,1844,3,6,3,11,34,43,23,37,4,160,22,46,38,39,219,459,128,220,15,1190,19,41,60,45,311,357,124,154,10,1114,21,76,119,86,201,179,66,98,8,850,8,49,23,9,34,17,3,8,5,154,58,94,117,80,366,433,147,452,29,1773,0,3,0,3,11,19,6,12,0,49,0,0,0,0,4,11,0,3,0,24,3,6,5,5,48,59,16,24,0,170,6,10,10,7,42,63,16,30,0,179,0,37,25,15,49,32,10,13,0,184,5,4,6,4,25,19,22,7,0,88,0,11,7,7,17,17,0,3,0,57,5,13,17,10,18,11,4,4,0,78,3,0,4,0,19,7,0,4,0,49,13,16,8,9,89,72,37,32,0,278,20,59,56,47,227,209,54,81,96,841
213021341,0,0,0,0,0,5,4,3,0,15,0,0,0,0,0,4,0,0,0,10,23,21,33,28,288,196,114,134,7,846,0,3,0,0,14,23,11,15,0,63,22,28,40,35,173,311,128,264,14,1018,5,5,10,4,59,87,29,44,3,243,7,24,18,16,55,37,14,25,0,185,14,48,30,18,21,10,4,17,0,168,23,50,58,43,270,281,106,254,19,1097,0,0,3,0,8,7,0,0,0,17,0,3,3,0,13,20,0,6,0,46,6,7,5,4,14,26,9,13,0,86,5,12,11,9,16,45,8,38,5,135,5,22,19,17,37,33,3,14,5,158,17,23,11,12,112,116,33,34,4,357,6,19,11,11,5,25,8,32,0,120,3,6,12,6,23,33,4,9,0,95,4,7,0,0,12,10,5,6,0,44,0,9,8,5,47,30,16,23,0,151,9,29,25,15,96,93,22,39,39,373
213021342,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,12,0,0,0,0,3,8,0,0,0,6,3,10,10,9,15,42,3,18,3,125,0,0,0,0,0,0,0,0,0,5,4,64,27,12,31,30,0,8,6,179,9,75,13,4,9,9,0,5,3,129,0,12,3,5,5,6,0,9,0,42,0,0,0,0,0,6,0,0,0,8,0,0,0,0,3,8,0,6,0,17,0,0,0,0,0,0,0,0,0,7,0,7,4,0,6,18,4,9,0,50,4,3,9,0,4,4,0,0,0,30,6,0,3,0,0,9,0,0,0,20,3,8,7,3,0,11,3,0,0,41,6,10,14,15,16,19,3,10,0,89,3,3,0,0,0,0,0,4,0,12,0,3,6,0,4,3,5,0,0,25,4,3,6,0,9,9,0,8,10,51
213021343,0,0,0,4,6,0,0,3,0,18,0,0,0,0,10,7,0,3,0,19,21,38,43,24,310,267,92,120,7,919,13,10,7,3,55,70,22,56,4,240,20,33,95,43,158,403,111,318,21,1200,16,22,15,19,184,211,54,95,5,625,35,162,108,72,338,233,64,104,5,1127,15,113,43,16,22,19,4,9,3,248,41,71,98,63,326,356,157,379,17,1502,0,8,0,4,10,12,5,6,0,43,0,5,0,4,14,12,0,7,0,49,19,16,6,9,74,71,17,31,4,243,9,7,10,4,37,59,14,36,0,182,3,18,35,20,38,34,11,21,0,181,7,5,8,4,35,55,15,20,4,148,4,19,11,9,31,27,9,22,0,127,4,16,24,21,31,21,6,18,0,142,5,35,3,9,18,6,5,4,3,92,7,22,32,24,79,78,27,24,4,290,10,26,50,22,169,167,28,67,64,607
213021344,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,10,12,16,20,30,168,193,35,74,4,546,3,9,5,0,15,8,3,4,0,46,24,37,23,31,126,328,88,290,9,953,4,0,0,3,8,19,15,23,0,81,4,7,18,3,18,26,15,25,0,126,23,39,25,17,17,18,4,11,0,161,20,20,17,4,53,79,58,90,8,346,0,3,0,0,4,6,5,10,0,29,0,0,0,3,6,13,0,8,0,39,0,0,4,4,0,5,0,6,0,13,3,18,16,17,22,50,15,33,5,183,0,11,14,6,7,13,0,5,0,55,6,0,3,0,15,18,21,19,5,87,0,19,6,4,12,13,3,11,0,75,3,25,9,21,16,18,5,9,5,106,10,12,10,13,17,8,7,6,0,81,0,22,13,3,18,26,6,14,0,106,6,9,10,5,20,42,5,16,28,155
213021345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,11,3,3,0,35,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,4,0,14,0,12,7,0,0,0,0,0,0,23,5,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,0,21,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,4,7,3,0,6,3,9,0,0,21,0,0,0,3,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,10,0,0,6,0,0,0,0,0,0,11
213021346,0,0,3,0,3,0,0,0,0,10,0,0,0,0,3,9,8,8,0,20,7,24,21,27,130,94,33,50,0,383,0,3,0,0,5,14,6,3,0,39,14,34,43,34,159,322,79,238,14,940,4,3,14,4,25,31,0,11,0,83,14,79,44,12,29,43,11,33,5,278,26,77,70,24,38,29,9,24,4,300,10,10,14,7,20,28,12,27,5,131,0,0,0,7,5,18,4,14,0,46,0,4,6,7,17,25,7,19,0,90,3,9,3,4,10,15,3,13,0,63,8,21,27,15,41,66,19,55,0,262,3,14,14,8,5,21,4,22,0,93,18,9,9,5,21,79,11,31,0,188,4,26,14,9,24,32,9,30,0,158,12,12,22,19,34,43,5,20,0,171,4,14,3,0,11,4,0,0,0,42,7,22,24,11,46,72,16,40,6,240,6,18,22,5,41,61,13,38,39,236
213031347,0,0,0,0,4,3,0,6,0,12,0,0,0,0,0,0,0,0,0,0,6,24,32,14,114,134,49,42,4,420,3,0,0,0,0,0,3,3,0,13,5,28,24,22,69,126,19,48,6,351,0,8,14,3,35,19,8,20,0,103,26,157,155,81,109,81,19,23,14,672,17,38,26,9,11,20,8,18,0,144,18,51,67,28,66,75,19,47,6,373,0,0,0,0,28,14,5,3,0,60,0,0,3,3,5,4,0,0,0,27,0,5,3,3,12,8,0,4,0,38,0,9,5,11,15,23,3,21,0,90,0,8,19,0,22,21,3,6,0,75,0,3,7,0,8,7,8,10,3,47,11,29,16,19,44,55,14,30,3,211,7,47,27,36,85,37,10,19,0,261,11,19,5,9,10,8,0,0,0,71,3,30,29,18,57,42,6,16,0,192,0,20,18,11,61,64,12,23,44,249
213031348,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,3,0,3,3,25,12,12,30,41,9,27,0,149,6,0,12,9,84,84,16,16,0,221,22,36,36,39,132,247,73,227,7,815,7,17,28,12,50,49,15,45,0,221,17,77,39,31,102,80,13,44,9,412,46,125,87,33,68,56,21,45,6,485,14,29,27,28,42,63,21,37,0,257,0,9,3,4,11,16,0,3,0,54,0,3,4,5,81,61,9,23,0,185,6,6,3,5,17,18,6,9,0,69,0,24,11,20,88,126,29,63,0,368,7,30,25,11,31,32,7,14,0,163,24,20,14,16,115,161,38,70,0,451,13,113,60,51,259,170,46,94,3,809,54,96,106,154,272,347,85,179,3,1301,16,21,29,16,41,37,17,30,3,209,17,29,38,21,90,38,17,17,7,278,13,45,29,18,79,85,17,40,105,423
213031349,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,8,0,0,9,10,0,7,0,48,0,3,0,0,0,0,0,0,0,0,11,7,10,8,27,54,23,14,0,153,4,8,6,3,11,6,0,0,0,35,78,239,125,63,260,108,22,37,12,949,43,136,67,18,44,16,3,20,10,357,4,9,6,13,9,16,0,11,6,69,13,25,11,3,3,4,0,0,0,65,0,0,4,0,20,24,4,7,0,58,0,4,0,0,7,4,0,6,0,29,0,7,3,5,12,23,0,15,0,77,4,11,11,0,10,12,3,6,0,59,3,4,9,4,7,11,3,0,0,41,0,22,8,4,25,25,9,18,0,109,3,17,21,11,16,16,7,12,0,93,15,23,4,0,3,8,0,0,0,54,4,12,14,3,22,18,0,12,4,94,13,13,13,3,29,21,3,12,33,139
213031350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,6,10,7,8,37,10,11,0,91,0,0,0,0,3,0,0,0,0,7,4,15,10,8,9,13,9,12,0,71,8,33,18,5,15,20,0,9,0,114,0,4,4,0,3,4,0,0,0,19,0,4,4,0,3,7,0,0,0,22,0,0,0,0,0,4,0,0,0,11,0,0,4,0,3,5,0,7,0,20,0,9,6,9,7,27,5,29,0,91,0,4,3,3,0,3,0,0,0,14,0,0,4,0,3,0,0,7,0,9,0,3,0,4,4,0,6,0,0,16,0,7,4,7,13,7,4,5,0,44,0,5,3,0,4,3,4,3,0,18,0,10,7,4,14,7,0,5,0,40,0,0,3,3,6,5,0,0,8,30
213031351,0,0,0,0,3,0,0,7,0,11,0,0,0,0,0,0,0,0,0,6,23,41,50,22,275,245,84,112,3,868,0,0,0,0,3,10,0,4,0,26,11,8,18,24,77,109,28,92,5,372,3,10,12,11,58,60,24,43,0,218,9,56,32,24,79,58,12,32,6,309,3,13,17,7,6,20,5,4,0,78,31,55,76,48,225,278,102,214,18,1046,0,3,3,3,18,6,4,3,0,38,0,0,4,3,4,5,3,0,0,25,0,0,0,0,0,3,0,0,0,5,3,7,7,14,63,61,21,35,0,214,4,13,22,11,14,25,11,22,0,119,8,10,3,5,50,34,4,12,0,129,4,15,6,0,4,3,3,6,0,50,0,9,13,5,13,3,0,0,0,49,4,7,5,0,13,4,0,7,0,34,8,15,14,11,34,48,15,27,3,168,7,30,26,16,98,65,21,29,39,332
213031352,0,0,0,0,0,8,7,3,0,15,0,0,0,0,0,0,6,3,0,5,8,23,31,11,108,117,39,72,11,418,0,0,0,0,35,20,0,9,0,80,11,20,31,24,101,228,55,209,8,687,3,15,10,11,31,39,8,11,0,120,12,69,40,18,30,33,9,22,0,241,24,127,60,23,28,28,3,22,6,312,6,20,10,17,45,40,28,62,0,231,0,12,6,4,11,16,4,13,0,69,0,0,4,3,8,12,0,14,0,40,6,5,5,14,25,10,5,17,0,80,3,21,21,16,56,83,18,59,0,275,0,12,22,14,17,17,4,9,0,95,3,13,13,15,26,30,9,18,0,136,0,11,15,0,21,17,4,12,0,72,4,9,10,19,12,14,3,7,0,85,5,8,6,4,3,14,4,11,0,54,11,13,15,11,26,31,9,14,0,117,11,16,17,10,28,47,8,27,32,198
213041353,3,17,16,4,19,32,10,26,0,133,0,3,0,4,3,16,9,44,0,70,4,12,5,13,54,51,14,54,3,216,0,6,4,5,10,20,0,9,0,51,17,25,35,29,122,223,66,140,17,673,0,7,6,0,18,13,3,6,0,53,8,82,45,17,48,24,16,21,8,261,13,111,30,16,13,6,9,17,0,210,13,11,26,22,34,61,16,58,9,250,0,3,0,0,4,0,0,4,0,21,0,0,0,0,12,9,3,10,0,36,3,9,7,0,7,11,0,0,0,29,0,12,5,8,26,39,5,28,0,124,4,11,4,8,6,5,4,6,0,49,9,4,4,8,42,53,9,16,0,138,11,36,17,11,42,40,30,28,0,204,8,13,8,18,32,26,7,18,0,128,4,3,6,0,14,7,0,10,0,40,8,24,13,9,39,40,8,30,0,166,5,15,16,12,19,33,8,24,43,178
213041358,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,3,7,11,0,0,0,29,0,0,0,0,4,0,0,0,0,9,3,18,6,10,40,79,20,29,6,212,0,3,0,0,0,0,0,0,0,8,25,102,71,31,69,45,11,19,4,367,13,74,23,11,8,9,9,5,9,160,9,13,9,9,11,15,0,22,0,77,0,10,0,0,0,0,0,0,0,16,6,0,0,0,5,9,0,0,0,16,0,0,0,0,8,4,0,6,0,18,4,3,3,0,9,8,0,0,0,32,0,11,9,4,8,0,0,0,0,34,0,5,0,0,10,4,0,0,0,21,6,15,5,13,56,51,16,28,0,185,6,11,0,8,19,26,6,6,3,80,0,0,0,0,0,4,0,0,0,9,5,5,8,0,4,3,0,8,0,39,3,4,6,9,11,6,0,4,37,84
213041359,3,5,3,0,41,39,8,31,6,130,6,0,0,0,4,5,0,21,0,39,16,25,25,17,134,176,59,120,8,576,6,3,3,3,32,29,14,26,4,113,36,99,151,69,325,561,197,344,39,1822,10,27,32,13,165,146,33,56,0,482,10,85,75,44,179,137,71,61,8,675,3,65,15,10,12,9,8,7,4,141,24,69,110,73,224,209,73,184,23,978,0,10,5,6,8,20,0,7,0,58,0,4,0,0,0,12,5,3,0,26,3,12,17,12,122,116,49,69,5,413,5,8,13,15,37,53,5,22,3,141,5,19,25,25,42,30,11,17,0,169,50,18,42,21,118,548,75,172,10,1062,0,21,15,6,28,20,6,11,0,101,3,12,8,7,34,28,5,12,0,111,6,8,0,3,10,5,0,7,0,38,10,31,39,19,99,103,30,61,3,383,12,31,46,23,121,136,23,47,75,502
213041360,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,4,0,12,0,0,0,0,0,0,0,0,0,0,7,25,13,15,26,47,16,19,3,178,0,0,3,3,4,0,0,0,0,16,0,68,36,13,21,13,3,8,3,160,0,61,9,5,9,3,0,6,0,90,0,5,13,9,10,18,3,13,0,72,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,11,5,3,0,33,0,0,0,0,0,0,0,4,0,9,0,5,4,4,9,22,7,11,0,67,0,5,4,0,6,5,0,3,0,20,0,0,0,0,4,3,0,0,0,13,0,8,12,11,27,27,13,26,3,119,0,4,0,3,3,3,3,3,0,26,0,0,0,0,0,0,0,0,0,6,3,0,9,0,5,6,0,0,0,15,3,8,5,0,5,9,0,4,15,48
213041461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,4,5,9,16,4,15,0,58,0,0,0,0,0,0,0,0,0,3,3,20,6,3,5,3,0,0,4,53,0,48,4,4,4,3,0,0,0,68,0,11,0,0,9,3,4,4,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,6,4,0,4,0,13,0,0,4,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,5,0,0,0,4,0,0,9,7,7,0,4,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,5,3,0,0,3,16
213041462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,8,8,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,6,7,0,12,0,3,0,32,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,17,0,3,0,30,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,8,0,6,0,0,6,3,0,8,0,22,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,4,0,0,0,10
