POW_SA2_CODE_2021,M_EW_FT_ATSI,M_EW_FT_NI,M_EW_FT_Isns,M_EW_FT_Total,M_EW_PT_ATSI,M_EW_PT_NI,M_EW_PT_Isns,M_EW_PT_Total,M_EW_Em_afw_ATSI,M_EW_Em_afw_NI,M_EW_Em_afw_Isns,M_EW_Em_afw_Total,M_Tot_ATSI,M_Tot_NI,M_Tot_Isns,M_Tot_Total,F_EW_FT_ATSI,F_EW_FT_NI,F_EW_FT_Isns,F_EW_FT_Total,F_EW_PT_ATSI,F_EW_PT_NI,F_EW_PT_Isns,F_EW_PT_Total,F_EW_Em_afw_ATSI,F_EW_Em_afw_NI,F_EW_Em_afw_Isns,F_EW_Em_afw_Total,F_Tot_ATSI,F_Tot_NI,F_Tot_Isns,F_Tot_Total,P_EW_FT_ATSI,P_EW_FT_NI,P_EW_FT_Isns,P_EW_FT_Total,P_EW_PT_ATSI,P_EW_PT_NI,P_EW_PT_Isns,P_EW_PT_Total,P_EW_Em_afw_ATSI,P_EW_Em_afw_NI,P_EW_Em_afw_Isns,P_EW_Em_afw_Total,P_Tot_ATSI,P_Tot_NI,P_Tot_Isns,P_Tot_Total
212031300,15,2148,4,2167,9,1217,4,1227,0,295,0,300,21,3663,9,3691,15,1633,5,1651,21,2659,3,2686,4,359,0,370,43,4652,9,4708,31,3779,9,3816,24,3877,10,3916,6,655,0,668,68,8312,19,8398
212031303,6,1300,4,1314,0,428,0,434,0,99,0,101,7,1827,3,1837,3,650,0,647,7,707,6,716,0,96,0,101,9,1457,5,1466,12,1949,4,1959,7,1139,3,1150,3,195,0,200,22,3280,9,3309
212031304,9,1207,6,1216,4,535,0,539,0,82,0,90,9,1822,8,1846,4,695,3,703,8,914,0,928,5,106,0,106,19,1716,3,1736,9,1902,5,1915,13,1450,0,1467,5,188,0,195,29,3540,14,3578
212031306,13,1226,0,1234,0,484,0,484,0,105,4,113,14,1814,4,1833,3,701,0,705,7,816,0,822,0,126,0,127,10,1640,4,1653,21,1927,0,1942,7,1300,0,1305,3,231,0,234,28,3458,3,3484
212031308,5,705,0,714,7,265,0,270,0,48,0,53,8,1022,3,1037,3,425,0,426,4,507,4,512,0,74,0,72,5,999,3,1012,9,1128,5,1140,9,770,0,777,0,123,0,127,14,2025,11,2046
212031457,4,356,0,363,0,286,0,293,0,43,3,41,8,684,6,694,3,306,0,305,3,618,0,623,0,74,5,76,5,996,5,1006,8,662,0,669,3,908,0,913,0,113,4,120,12,1688,10,1701
212031458,0,378,0,376,0,192,0,193,0,39,0,40,5,603,0,611,0,498,0,499,0,505,0,509,0,66,0,66,0,1067,0,1070,0,875,0,877,0,693,0,699,0,101,0,107,6,1674,4,1679
212031555,0,294,0,294,0,202,3,207,0,21,0,25,0,517,3,520,0,286,0,283,0,369,0,369,0,48,0,48,0,698,0,704,0,576,0,579,0,567,3,572,0,73,0,74,5,1214,4,1226
212031556,0,654,0,654,0,299,0,299,0,47,0,46,0,995,0,995,3,318,3,327,6,342,0,349,0,59,0,59,7,716,3,725,3,973,3,980,6,637,0,646,0,103,0,102,7,1715,4,1724
212031557,3,755,5,764,3,405,0,410,0,68,0,68,9,1235,5,1243,6,710,0,713,9,747,0,754,0,104,0,104,13,1560,0,1573,11,1460,4,1475,12,1152,0,1165,0,173,0,173,18,2791,4,2818
212031558,0,357,0,365,0,187,0,190,0,47,0,47,4,590,0,595,3,347,0,352,5,374,4,384,0,65,0,65,12,787,0,800,6,705,3,714,7,558,6,572,0,119,0,119,10,1377,8,1399
212031559,0,348,0,349,0,201,0,203,0,33,0,31,6,579,0,581,0,398,0,398,0,388,0,391,0,48,0,48,0,828,0,832,0,745,0,746,0,586,0,587,0,82,0,78,4,1410,3,1413
212031560,0,239,0,241,0,153,0,156,0,29,0,29,0,421,0,420,3,284,0,290,3,346,0,351,0,49,0,49,8,684,0,693,10,522,0,532,3,499,0,505,0,74,0,74,11,1102,0,1110
212031561,0,177,0,178,0,148,0,146,0,20,0,20,0,342,0,342,0,186,0,186,0,254,0,254,0,37,0,37,0,474,0,474,0,365,0,364,0,397,0,396,0,55,0,55,0,816,0,815
212031562,0,388,3,393,0,249,3,256,0,36,0,38,3,676,6,684,4,403,0,407,5,500,0,505,0,54,0,56,5,958,0,965,4,794,3,800,8,748,10,756,0,90,0,93,7,1635,8,1650
212041309,3,1513,3,1515,5,534,4,544,0,95,0,89,10,2146,7,2159,3,758,0,762,0,639,6,642,0,93,0,93,3,1484,3,1495,7,2266,5,2276,5,1178,7,1187,0,188,0,186,11,3631,5,3648
212041310,21,3459,8,3490,4,894,4,900,0,207,8,213,22,4564,16,4601,4,1203,0,1204,0,809,0,809,0,133,0,137,3,2141,0,2146,22,4663,8,4698,3,1706,4,1707,0,342,8,346,27,6707,17,6754
212041312,0,561,0,561,0,366,3,369,0,70,0,71,3,1000,3,1003,0,462,5,471,3,657,0,653,0,90,0,90,3,1212,9,1224,0,1020,5,1032,3,1022,3,1028,4,167,0,169,10,2213,5,2229
212041313,3,610,0,616,0,241,0,245,0,59,0,59,3,909,3,922,0,356,0,362,4,482,0,489,0,66,5,73,3,912,6,922,7,969,4,978,4,729,4,734,0,130,5,130,10,1819,5,1842
212041316,17,2080,3,2096,4,465,6,470,0,130,0,130,20,2673,7,2697,4,1043,0,1052,3,634,0,642,0,105,0,108,11,1785,0,1804,20,3122,3,3149,7,1099,4,1113,0,240,0,238,31,4455,5,4498
212041317,12,3761,6,3777,8,1693,10,1708,0,334,3,337,21,5787,20,5825,6,2371,4,2382,7,2383,6,2394,0,337,4,340,12,5091,7,5114,19,6133,6,6161,14,4076,14,4101,0,672,4,675,33,10880,26,10938
212041318,0,246,0,247,0,200,0,200,0,41,0,46,4,489,0,490,0,344,0,343,0,392,0,393,0,49,0,49,0,779,0,781,4,586,0,589,0,594,0,595,0,90,0,92,3,1267,0,1274
212041459,0,356,0,361,0,267,0,271,0,46,0,46,3,668,0,671,3,421,0,425,0,539,0,539,0,75,0,75,3,1032,0,1038,0,777,0,784,0,798,0,804,0,118,0,124,7,1699,3,1709
212041460,0,500,0,500,4,314,0,317,0,59,0,55,3,868,0,875,4,573,0,575,3,656,0,662,0,86,0,89,8,1319,0,1326,5,1069,0,1073,5,968,0,977,0,150,0,152,13,2189,0,2206
212041563,25,4953,6,4981,7,1884,7,1892,0,419,6,426,38,7253,11,7299,56,5302,9,5366,31,4692,14,4734,3,849,3,853,99,10839,23,10962,86,10253,11,10349,39,6571,20,6631,3,1270,8,1284,136,18098,37,18266
212041564,164,34991,58,35216,23,5756,13,5793,4,1575,14,1595,197,42321,85,42604,39,9484,14,9540,38,4806,9,4843,8,814,0,828,89,15105,28,15210,210,44473,71,44755,55,10558,20,10634,19,2390,19,2421,284,57422,109,57819
212041565,5,3038,3,3050,5,979,0,986,5,209,0,217,17,4229,16,4257,3,1531,5,1536,9,1566,3,1580,0,240,0,240,13,3339,9,3360,12,4572,8,4593,15,2544,7,2567,5,450,0,455,27,7569,22,7617
212041566,16,3218,0,3235,6,774,4,776,0,150,0,155,13,4143,3,4160,4,1329,6,1335,5,982,0,986,3,132,0,142,12,2452,4,2467,18,4550,6,4572,8,1754,4,1765,4,285,0,294,30,6595,7,6628
212051319,5,1425,0,1434,3,672,0,676,0,138,0,140,10,2230,4,2244,0,905,0,909,3,1085,0,1087,4,158,0,159,4,2157,0,2161,9,2329,0,2345,10,1755,0,1765,4,299,0,299,22,4384,8,4410
212051321,9,1859,4,1872,4,574,0,580,0,164,0,166,15,2603,6,2621,5,1235,0,1238,0,1161,4,1165,0,158,0,161,5,2553,7,2558,12,3091,5,3113,9,1735,3,1748,6,321,0,322,19,5148,13,5179
212051322,11,1930,5,1941,6,1481,7,1487,0,279,0,282,13,3685,9,3707,11,2106,0,2117,6,3101,9,3120,0,462,6,471,18,5675,13,5703,20,4039,4,4061,7,4585,8,4601,0,742,4,748,30,9364,16,9409
212051323,0,706,6,713,0,404,0,404,0,54,0,54,0,1158,4,1167,0,619,0,613,0,761,5,762,0,88,0,88,0,1467,0,1470,0,1321,4,1329,0,1160,5,1168,0,145,0,145,0,2624,11,2635
212051324,22,6172,10,6211,0,1534,4,1540,3,308,3,316,29,8016,20,8055,15,3507,5,3522,7,2608,7,2626,3,346,0,349,24,6462,11,6498,36,9681,14,9732,13,4137,10,4161,9,652,3,667,54,14474,32,14560
212051325,48,10490,14,10547,7,1929,0,1935,0,541,4,546,49,12958,12,13022,21,6308,3,6329,18,3310,6,3339,5,673,3,680,42,10298,13,10348,63,16799,16,16879,23,5241,6,5265,5,1218,0,1227,93,23259,26,23375
212051326,15,4624,5,4644,10,1804,5,1814,3,382,0,382,28,6801,10,6840,4,2232,5,2238,3,2524,8,2536,5,358,0,363,9,5110,8,5134,15,6853,6,6879,8,4328,11,4346,8,733,4,747,36,11918,19,11971
212051327,6,1046,0,1055,4,677,0,680,0,119,0,122,4,1841,5,1852,0,1048,0,1044,8,1561,4,1572,0,195,0,195,8,2799,4,2816,4,2091,0,2101,7,2242,4,2249,0,310,0,315,12,4645,9,4667
212051567,43,10051,15,10113,13,2464,5,2485,6,497,3,507,59,13015,22,13099,33,5239,3,5283,14,3560,6,3582,3,579,4,585,56,9379,14,9445,81,15295,23,15386,21,6026,10,6065,9,1074,4,1095,114,22401,35,22542
212051568,19,4960,8,4984,4,1454,3,1461,0,317,4,318,27,6732,13,6767,21,4660,4,4689,10,4306,9,4325,3,724,3,731,32,9692,17,9740,38,9623,8,9676,14,5758,12,5782,6,1038,11,1049,59,16419,27,16511
213011328,3,892,0,896,4,239,0,246,0,74,0,74,4,1210,0,1218,0,235,0,239,0,236,0,243,0,43,0,43,4,514,0,523,3,1128,0,1133,4,478,0,487,0,116,0,120,6,1723,3,1736
213011329,0,206,0,208,0,124,0,124,0,31,0,31,0,358,0,361,0,247,0,245,0,314,0,318,0,49,0,49,0,610,0,608,0,452,0,449,0,438,0,435,0,85,0,85,0,971,7,972
213011331,0,173,0,173,0,112,0,116,0,25,0,25,0,317,0,318,0,188,0,188,0,253,0,257,0,29,0,29,0,470,0,476,0,360,0,360,0,371,0,368,0,60,0,60,0,787,0,789
213011332,0,499,0,504,0,371,3,375,0,78,0,81,8,947,5,956,0,426,4,429,6,753,4,756,0,107,0,107,4,1288,8,1297,3,921,4,931,6,1123,4,1131,0,188,0,187,13,2227,10,2254
213011333,0,181,0,181,0,147,0,147,0,45,0,45,0,374,0,378,0,211,0,211,0,201,0,202,0,30,0,30,0,436,0,442,0,394,0,394,0,345,0,354,0,73,0,73,0,814,0,814
213011334,0,642,0,645,0,422,0,425,4,87,0,93,0,1152,3,1162,0,637,0,634,0,700,0,705,0,87,0,92,0,1423,4,1431,0,1283,4,1281,0,1119,5,1127,5,176,4,180,6,2577,7,2593
213011335,3,1205,0,1206,0,596,0,595,0,144,0,140,5,1938,0,1946,10,2233,6,2248,11,2289,4,2304,0,402,0,402,24,4920,8,4951,15,3434,6,3455,11,2885,6,2900,0,539,0,540,29,6859,12,6899
213011336,8,2417,7,2435,5,1009,0,1017,5,253,0,254,19,3678,9,3704,16,1946,5,1969,11,1835,6,1850,0,293,0,295,32,4072,12,4115,28,4368,10,4403,17,2840,6,2870,0,542,7,549,51,7753,18,7818
213011337,13,2381,8,2401,0,740,3,741,5,197,0,202,13,3314,11,3342,4,783,0,787,5,752,0,759,0,102,0,102,4,1634,3,1644,13,3160,10,3180,3,1489,3,1501,5,299,0,300,19,4945,13,4984
213011338,44,6634,16,6686,6,1485,3,1496,5,397,0,405,58,8511,19,8586,7,1980,5,1992,6,1208,5,1218,0,216,0,220,14,3396,9,3428,53,8612,17,8675,10,2690,11,2712,6,612,0,619,71,11915,26,12009
213011339,0,354,0,354,0,257,0,260,0,45,0,45,0,658,0,659,3,496,3,499,0,675,4,681,0,92,5,97,8,1263,10,1275,3,844,3,854,3,929,4,941,0,140,5,142,11,1914,10,1933
213011340,5,1059,3,1062,3,897,0,898,0,220,0,225,11,2173,3,2186,0,807,0,810,6,1856,0,1859,7,328,0,331,17,2986,0,3005,9,1862,3,1872,11,2749,0,2765,5,548,0,550,24,5163,4,5188
213011569,7,977,5,990,0,508,0,511,0,110,0,110,10,1593,5,1610,3,627,6,630,0,894,0,894,0,140,0,139,3,1663,4,1671,12,1605,13,1630,0,1401,0,1407,0,247,0,249,14,3255,15,3281
213011570,60,7183,11,7258,9,1526,6,1540,0,402,3,408,70,9108,20,9197,12,2301,0,2310,6,1409,9,1421,3,248,3,257,21,3960,8,3984,72,9484,12,9573,16,2934,9,2956,5,653,6,661,86,13068,23,13186
213021341,32,4075,12,4116,7,845,3,855,0,251,0,256,42,5171,14,5225,10,1495,4,1504,9,1235,0,1249,0,185,0,188,15,2923,3,2941,36,5566,19,5619,15,2085,6,2102,0,441,3,445,53,8090,22,8166
213021342,0,424,0,425,4,368,4,370,0,60,0,60,3,853,3,856,4,451,0,453,9,847,6,858,4,104,0,108,16,1405,6,1420,4,877,0,880,12,1210,3,1232,4,164,0,168,18,2252,4,2280
213021343,44,5996,12,6048,6,1568,5,1579,0,376,0,376,49,7942,18,8004,7,2090,4,2106,9,1849,0,1857,4,335,0,337,15,4276,6,4299,55,8085,19,8153,10,3420,6,3437,4,707,0,713,68,12216,25,12309
213021344,31,2350,4,2385,5,624,0,631,0,174,0,176,37,3153,5,3190,10,934,0,943,8,991,0,1000,0,143,0,151,12,2072,0,2089,37,3288,3,3329,11,1621,0,1630,0,326,0,325,54,5225,6,5283
213021345,0,95,0,95,0,68,0,68,0,13,0,13,0,174,0,174,0,86,0,89,0,107,0,107,0,15,0,15,0,213,0,220,0,184,0,185,0,172,0,172,0,33,0,33,0,395,0,390
213021346,22,2595,15,2629,10,926,0,937,0,217,0,217,28,3733,13,3779,9,1247,6,1254,10,1702,3,1715,4,253,0,262,22,3200,4,3230,31,3833,14,3882,16,2629,6,2648,4,472,0,479,50,6936,22,7009
213031347,13,2017,3,2032,4,1155,3,1159,0,197,0,197,18,3366,9,3387,0,1389,3,1394,3,1729,0,1732,0,224,0,228,5,3344,3,3354,16,3404,3,3423,13,2880,9,2893,0,424,3,427,25,6708,17,6746
213031348,30,4704,3,4743,12,1733,0,1745,4,401,4,416,49,6840,12,6901,45,4615,4,4666,20,3825,9,3848,7,658,0,669,78,9094,10,9182,78,9317,9,9408,29,5556,9,5590,16,1061,6,1079,122,15935,21,16081
213031349,12,1139,0,1156,0,1010,0,1013,3,260,4,268,17,2405,9,2432,7,1030,0,1033,13,2339,0,2351,3,588,0,592,25,3953,0,3975,26,2166,0,2190,13,3349,0,3365,4,848,0,857,41,6360,11,6411
213031350,0,382,0,385,0,226,0,229,0,29,0,29,6,637,0,642,0,308,0,311,0,476,0,476,0,57,0,52,4,843,0,844,4,695,0,696,3,703,0,712,0,81,0,84,7,1475,4,1487
213031351,21,3051,3,3072,3,807,4,817,0,194,0,194,20,4057,4,4085,9,1064,0,1076,0,718,0,719,0,133,0,133,8,1913,4,1925,27,4115,6,4151,4,1528,3,1536,0,328,0,325,28,5971,10,6012
213031352,13,2227,6,2251,6,906,0,917,4,156,3,168,25,3295,9,3333,8,1095,0,1100,6,1288,6,1300,0,191,0,187,17,2571,9,2590,21,3316,10,3349,11,2200,3,2221,4,348,3,357,41,5864,17,5926
213041353,25,1981,6,2016,14,813,0,830,8,199,4,207,44,2995,12,3047,8,1412,0,1426,17,1903,4,1919,4,288,0,296,33,3601,8,3642,38,3399,8,3439,31,2716,0,2743,12,489,3,502,71,6600,22,6690
213041358,3,726,0,736,6,528,3,535,0,120,0,126,12,1378,0,1399,14,933,0,950,9,1427,7,1438,5,264,0,270,27,2629,7,2657,19,1666,0,1683,17,1949,6,1978,8,390,0,397,41,4005,9,4059
213041359,48,5968,12,6030,10,1532,3,1550,6,388,0,389,64,7888,18,7969,24,2409,0,2433,6,1453,4,1468,0,311,0,319,34,4179,9,4213,71,8380,12,8464,18,2987,7,3017,4,698,3,710,97,12061,25,12185
213041360,0,469,0,469,0,374,3,380,0,48,0,48,5,895,3,895,7,479,0,481,0,694,0,692,0,79,0,79,3,1250,0,1258,4,952,0,956,7,1065,3,1069,0,131,0,131,7,2143,3,2153
213041461,0,139,0,137,0,144,0,149,0,21,0,21,4,303,0,309,0,121,0,125,0,256,0,256,0,34,0,34,0,412,0,413,3,260,0,266,0,398,0,401,0,51,0,51,3,719,0,724
213041462,0,109,0,109,0,54,0,54,0,14,0,14,0,176,0,176,0,141,0,141,0,147,0,147,0,25,0,25,0,313,0,313,0,252,0,252,0,201,0,201,0,40,0,40,0,489,0,489
213041463,10,814,0,823,0,632,8,638,0,91,0,91,7,1540,8,1556,0,762,0,762,6,1181,3,1184,0,161,0,167,5,2102,3,2112,10,1573,0,1590,3,1810,6,1824,0,256,0,254,16,3648,15,3666
213041571,3,166,0,169,0,78,0,79,0,9,0,9,5,249,0,257,3,143,0,149,3,190,0,190,3,16,0,20,7,350,0,357,4,307,0,314,5,262,0,271,3,35,0,33,12,598,0,616
213041572,3,533,0,538,0,179,0,182,0,40,0,40,3,750,0,758,0,210,0,210,3,209,0,210,0,32,0,32,3,449,0,459,3,741,0,751,3,385,3,389,0,70,0,70,9,1202,0,1208
213041573,0,113,0,113,3,44,0,41,0,9,0,9,3,157,0,162,7,75,0,82,0,101,0,100,0,12,0,19,4,189,0,198,7,186,0,189,3,143,0,145,0,19,0,22,5,350,0,356
213041574,3,435,0,439,0,163,0,163,0,36,3,37,3,637,4,641,0,151,0,158,0,152,4,154,0,32,0,32,5,335,4,339,0,590,0,597,0,320,4,322,0,65,3,67,3,973,4,985
213041575,0,420,4,423,0,221,0,221,0,40,0,40,0,686,4,691,0,350,0,352,6,411,0,417,0,76,0,76,3,843,0,844,3,768,6,776,6,634,0,643,0,122,0,122,8,1527,6,1534
213041576,0,345,4,351,0,154,0,156,0,30,0,30,3,528,0,538,3,286,0,293,0,294,0,294,0,46,0,46,3,622,0,626,5,630,4,641,0,442,0,444,0,77,0,77,10,1148,0,1161
213041577,18,1932,3,1952,9,711,3,721,8,202,3,211,32,2840,9,2884,23,1251,0,1275,11,1495,0,1515,6,249,0,256,40,2999,3,3044,42,3183,8,3224,22,2210,5,2237,9,451,3,464,71,5847,12,5930
213041578,4,516,0,520,4,296,0,299,5,39,0,43,8,854,0,865,6,541,3,548,7,650,5,658,0,76,0,78,20,1259,8,1283,12,1055,0,1068,13,947,5,962,4,115,0,119,27,2117,10,2151
213051361,17,3209,3,3231,10,1297,7,1310,0,288,0,293,28,4791,16,4833,11,1447,3,1459,15,1755,5,1774,0,234,4,237,22,3432,3,3465,30,4654,5,4686,23,3051,9,3083,7,518,5,527,54,8223,22,8297
213051362,6,740,0,752,3,766,5,771,4,152,0,152,12,1659,11,1681,6,1025,8,1032,26,1932,0,1956,0,404,0,406,34,3359,3,3397,13,1768,4,1788,29,2697,5,2728,9,552,0,562,48,5014,13,5076
213051363,85,12243,24,12362,13,2390,8,2411,6,700,0,709,103,15340,36,15482,17,3587,9,3604,14,1864,0,1879,7,390,3,402,35,5838,11,5883,107,15831,34,15966,25,4253,8,4286,9,1093,0,1109,137,21180,48,21361
213051368,27,3458,7,3492,14,1340,7,1360,0,307,3,307,37,5098,15,5159,28,3234,7,3275,21,3614,9,3642,8,585,4,597,57,7433,22,7513,56,6697,16,6764,35,4951,19,5004,9,886,10,903,100,12535,41,12674
213051464,0,540,0,545,0,274,0,273,0,50,0,56,0,864,5,870,3,445,0,446,0,484,0,484,0,64,0,64,3,992,0,996,5,979,0,993,0,758,0,763,0,118,0,121,5,1858,5,1866
213051466,0,502,0,502,0,260,0,254,0,38,0,38,0,799,0,802,4,541,0,547,0,525,0,525,5,85,0,87,3,1154,0,1158,3,1047,0,1047,0,786,0,781,5,125,0,127,11,1950,0,1961
213051467,9,577,0,586,0,280,0,284,0,69,0,69,6,926,0,936,3,684,6,687,11,856,0,866,5,136,4,140,18,1680,6,1700,11,1259,3,1275,11,1144,0,1153,5,209,4,211,26,2602,6,2634
213051468,11,751,4,767,0,308,0,307,6,76,0,77,13,1127,5,1148,0,406,0,408,5,515,3,526,0,77,0,77,10,1003,3,1012,13,1161,4,1172,11,822,3,835,6,147,0,147,24,2133,10,2159
213051579,3,284,0,292,0,90,0,90,0,20,0,20,3,394,0,398,4,318,0,322,4,252,0,256,0,47,0,46,9,621,0,625,5,603,0,611,4,341,0,347,0,64,0,68,9,1018,0,1026
213051580,6,1178,0,1184,3,853,0,856,7,140,0,145,14,2173,0,2184,3,1043,4,1053,20,1721,0,1744,0,249,5,252,21,3024,10,3057,14,2224,4,2234,24,2578,0,2602,8,391,5,403,38,5194,10,5240
213051581,0,208,0,214,0,168,0,168,5,23,0,27,5,404,0,409,3,348,0,351,0,397,0,399,0,50,4,48,5,794,4,800,3,556,0,562,0,569,0,572,5,72,4,77,12,1192,4,1205
213051582,0,259,0,262,0,225,0,223,0,31,0,31,0,513,0,517,3,135,0,139,0,188,4,192,0,32,0,32,3,358,4,362,7,394,0,395,0,414,3,418,0,63,0,64,7,876,3,878
213051583,6,850,0,856,0,633,0,637,0,128,0,129,3,1607,4,1617,3,916,0,916,14,1108,0,1126,0,179,0,179,15,2201,4,2216,5,1759,5,1771,16,1747,4,1763,0,301,0,305,19,3809,9,3834
213051584,0,237,0,244,0,162,0,162,0,32,0,34,5,434,0,437,0,59,0,59,0,76,0,73,0,11,0,18,4,146,0,146,0,295,0,298,0,237,0,241,5,51,0,53,3,581,0,590
213051585,0,276,0,277,0,189,0,189,0,32,0,32,0,498,0,500,0,334,0,330,0,301,0,303,0,43,0,43,5,673,0,680,4,611,0,615,0,489,0,490,0,81,0,81,5,1176,0,1182
213051586,38,7043,9,7090,7,1626,0,1640,5,439,4,443,51,9110,14,9173,3,2210,9,2225,3,1164,0,1172,3,220,0,223,12,3598,11,3617,45,9255,16,9322,10,2794,0,2807,7,658,4,667,64,12707,25,12792
213051587,5,508,0,511,0,255,0,258,0,59,0,66,9,821,0,830,0,284,0,287,0,307,0,307,0,40,0,40,0,629,0,633,5,789,0,797,0,559,0,559,0,101,0,103,10,1454,0,1464
213051588,0,491,0,494,0,327,0,332,0,66,0,64,8,882,0,889,6,697,0,701,0,513,0,518,0,84,0,81,8,1295,0,1307,9,1188,0,1198,4,848,0,848,3,151,0,150,15,2183,0,2193
213051589,0,201,0,205,0,141,0,143,0,18,0,20,4,364,0,367,0,208,0,209,5,183,0,181,0,22,0,24,5,410,0,415,9,412,0,416,0,326,0,327,3,38,0,42,16,768,0,786
213051590,4,280,0,285,0,282,3,284,0,33,0,34,4,593,3,605,4,321,0,332,8,586,0,594,3,71,0,74,18,981,0,992,9,604,0,611,8,867,5,878,3,104,0,106,19,1576,5,1594
214011370,54,6377,19,6443,22,1599,8,1629,4,358,3,366,78,8336,26,8433,16,2444,7,2468,22,2751,12,2786,8,408,5,415,48,5605,19,5670,67,8816,19,8912,48,4353,15,4413,11,765,3,780,128,13935,37,14105
214011371,25,3647,9,3682,17,1733,0,1752,0,441,3,451,46,5822,11,5879,47,4603,10,4663,39,5972,14,6030,10,1108,8,1126,101,11684,37,11820,77,8253,23,8345,61,7701,18,7786,11,1550,13,1572,145,17503,45,17699
214011372,8,767,0,775,3,534,0,538,0,102,0,105,8,1401,3,1417,10,796,0,803,14,1293,5,1309,0,205,0,205,23,2296,4,2321,12,1563,5,1581,16,1828,7,1849,3,310,0,314,33,3701,8,3741
214011373,0,690,0,693,7,372,4,383,0,61,0,61,9,1122,4,1135,3,598,6,604,4,969,0,969,0,94,0,99,7,1662,3,1676,5,1288,4,1297,9,1342,4,1353,0,156,0,163,18,2786,9,2809
214011374,10,1395,5,1413,3,599,0,601,0,124,0,121,16,2114,0,2131,8,1166,0,1176,13,1746,4,1763,5,236,0,242,23,3148,6,3173,17,2563,3,2579,20,2341,4,2364,5,357,3,364,38,5261,11,5306
214011375,33,2934,7,2980,9,814,3,824,3,216,4,220,49,3961,9,4023,6,1127,3,1138,10,1405,5,1421,5,216,4,223,21,2751,6,2783,43,4062,12,4118,22,2218,7,2241,10,430,3,443,75,6714,17,6799
214011376,9,489,0,496,0,227,0,234,0,44,0,44,8,760,4,776,6,338,6,342,0,399,0,401,0,58,0,58,3,799,4,802,14,825,0,844,5,630,0,633,0,99,4,107,19,1557,9,1581
214021377,16,1051,9,1076,4,517,3,530,0,147,0,146,22,1719,11,1747,3,643,5,652,5,1048,5,1053,4,181,0,185,14,1879,8,1900,18,1702,9,1726,17,1566,8,1586,3,331,0,336,36,3594,18,3648
214021378,15,1044,4,1058,3,570,8,580,0,176,4,178,19,1782,16,1814,5,537,4,537,6,905,3,916,6,234,4,241,12,1678,11,1696,19,1579,7,1602,11,1474,12,1491,4,406,4,418,31,3458,28,3516
214021379,77,3971,11,4058,18,1087,9,1111,6,306,4,316,106,5360,23,5488,34,1571,0,1607,33,1939,6,1982,7,308,3,321,70,3826,11,3909,108,5546,17,5665,57,3023,12,3092,17,612,5,636,179,9180,32,9396
214021381,6,1008,0,1018,9,605,0,611,0,93,0,92,12,1706,0,1720,5,965,0,967,8,1473,7,1477,0,171,4,177,8,2614,8,2630,0,1980,0,1984,13,2077,7,2093,0,267,4,267,16,4317,12,4344
214021382,10,825,3,834,0,447,0,444,0,92,0,94,9,1358,3,1371,0,587,0,590,3,1004,0,1008,3,148,0,149,6,1733,0,1741,7,1410,3,1424,0,1447,0,1450,3,240,0,241,18,3094,6,3118
214021383,16,1510,7,1536,0,867,4,869,3,235,5,246,19,2611,14,2647,6,680,0,687,10,1407,0,1420,0,374,5,375,20,2460,8,2486,25,2189,7,2221,11,2273,6,2288,7,611,8,625,38,5070,23,5137
214021384,10,1680,3,1692,9,948,3,965,3,268,0,271,25,2898,14,2933,7,1359,6,1370,23,2337,6,2371,9,408,0,416,42,4102,17,4156,21,3041,10,3068,33,3286,14,3329,13,679,4,692,69,6995,33,7091
214021385,26,2693,5,2730,8,1069,4,1073,3,229,0,234,38,3991,9,4035,10,1574,7,1591,18,2118,4,2138,0,323,0,326,26,4020,13,4053,34,4269,14,4317,25,3181,4,3210,0,552,0,554,58,8008,18,8083
214021591,23,2447,8,2476,6,892,4,907,0,192,0,199,33,3534,14,3580,14,1397,9,1416,12,2068,5,2090,6,293,0,294,34,3759,13,3809,32,3850,8,3894,24,2961,9,2996,6,483,0,491,65,7296,22,7389
214021592,5,1187,6,1193,7,791,6,799,5,184,0,183,15,2157,8,2181,8,1450,3,1460,18,2660,4,2685,0,433,4,438,25,4544,10,4586,12,2635,3,2656,25,3456,7,3484,8,612,4,621,40,6706,17,6765
215011386,18,1369,7,1392,4,418,0,430,0,128,0,133,17,1921,11,1953,6,932,0,937,5,929,0,936,0,184,0,183,17,2040,5,2062,24,2302,8,2333,12,1348,5,1367,0,310,0,315,40,3963,17,4014
215011387,6,543,3,547,0,130,0,132,0,53,0,54,10,723,6,742,4,192,0,191,0,217,0,220,0,36,0,36,4,443,4,453,5,730,7,747,0,346,0,347,0,94,0,92,12,1175,3,1190
215011388,44,2859,11,2912,12,820,7,837,3,215,0,224,58,3892,23,3969,27,1866,5,1891,35,2254,9,2299,3,343,5,356,63,4466,23,4544,66,4724,18,4806,46,3076,13,3136,6,567,7,579,116,8366,39,8524
215011389,0,658,0,659,0,140,0,141,0,41,0,41,5,837,0,844,0,168,0,170,3,182,0,186,0,26,0,28,0,381,5,386,7,825,0,828,4,325,4,331,0,73,0,71,10,1220,8,1237
215011390,12,1195,4,1207,5,230,0,242,0,77,0,78,19,1500,7,1518,5,520,0,526,6,652,0,661,0,105,0,105,5,1279,0,1289,11,1717,6,1735,6,883,0,897,0,178,0,180,20,2780,10,2813
